Unnamed: 0,question,answer,start_time,end_time,Unnamed: 5
,สามีเสียชีวิตได้ 10 เดือนแต่หนูยังทุกข์ใจ และมีคําถามกับตัวเองว่าเราจะอยู่ไปทําไมหันไปทางไหนก็มีแต่ความทุกข์และกลัวที่ต้องอยู่คนเดียวต้องดํารงชีวิตต่อคนเดียวมีน้ำตาทุกวันหนูจะพ้นทุกข์ได้ยังไง,"แน่นอนว่าเวลาเราอยู่ในห้วงของอารมณ์แห่งความทุกข์มันจะมองไม่ออกเราว่าเราจะพ้นทุกข์ออกไปได้อย่างไร แล้วก็ภาพแห่งความทุกข์นั้นยังวนเวียนอยู่กับความรู้สึกภายในจิตใจของเรา แล้วเราก็ยังจําภาพแห่งความทรงจําที่สืบเนื่องในสิ่งที่ก่อให้เกิดทุกข์นั้นอยู่ และเราก็ได้รับผลแห่งความทุกข์จากภาพแห่งความทรงจําเหล่านั้นวนเวียนเป็นอารมณ์จมปลักอยู่กับจิตกับใจเราอย่างนี้ตลอดเวลา แล้วเราก็น้อมใจไปในการที่ไม่อยากจะมีชีวิตอยู่อันนี้เป็นความคิดที่เกิดขึ้นจากการที่เราไม่ได้เรียนรู้ทุกขสัจจะคือความจริงที่เรียกว่าทุกข์มาตั้งแต่แรกแต่ก็ไม่เป็นไรเมื่อมันเกิดภาวะการอย่างนี้แล้ว ขอให้เข้าใจว่าบุคคลผู้ละชีวิตไปเขารอคอยบุคคลที่มีชีวิตอยู่คอยทําบุญอุทิศส่วนกุศลไปให้เขาถ้าหากไม่มีเราเป็นผู้คอยทําบุญอุทิศส่วนกุศลไปให้เขาแล้วเนี่ยเขาจะรับบุญจากใคร
	ฉะนั้นการที่เขาได้ละชีวิตไปแล้วสิ่งเดียวที่จะทําให้เขามีความสุขในโลกหน้าได้ก็คือบุญกุศลทรัพย์สินเงินทองข้าวของสิ่งใด ๆ ก็ตามไม่ได้มีความหมายกับเขาเลย พระองค์จึงตรัสสอนไว้ว่าความเศร้าโศกความเสียใจความพิรี้พิไรรําพัน ความทุกข์ในใจต่าง ๆ นา ๆ นา ๆ ประการที่เกิดขึ้นจากความพลัดพรากเหล่านี้ไม่ได้ส่งผลให้กับบุคคลผู้ละชีวิตไปอยู่ดีมีสุขเลย แต่การทําบุญอุทิศส่วนกุศลให้กับบุคคลผู้ละชีวิตไปต่างหากจึงจะเป็นการสร้างประโยชน์ต่อเขา ฉะนั้นถ้าหากเรามาตัดรอนชีวิตของตัวเองแล้วเกิดความไม่รู้ว่าหนทางตัวเองจะเป็นไปอย่างไรนั้น แล้วเรามีความรักความผูกพันคือความเกี่ยวข้องกับเขาแต่ทําไมเราไม่มองเห็นประโยชน์ในการที่จะสร้างประโยชน์ในขณะที่มีชีวิตอยู่ทําบุญอุทิศส่วนกุศลไปให้เขาอยู่เสมอ ๆ อยู่เรื่อย ๆ ให้เขาอยู่ดีมีสุขเมื่อเขาอยู่ดีมีสุขแล้ว ก็คือว่าเราแค่ทําสิ่งที่เป็นเหตุอย่างถูกต้องตามครรลองแห่งความเป็นจริงมันดีกว่าการที่เราจะไปคิดตัดรอนชีวิตตัวเองและแน่นอนว่าคนที่ละชีวิตไปก็ไม่ได้ต้องการให้เราทําอย่างนั้นแน่เราไม่รู้หรอกว่าโลกหน้าหลังจากละชีวิตไปน่ะเราจะบายหน้าไปสู่ทุคติหรือสุขคติอย่างไร วิธีที่ดีที่สุดคือพยายามสร้างสิ่งที่เป็นสุคติให้กับจิตของตัวเอง พระอาจารย์อยากจะแนะนําให้โยมจ๊ะจ๋านี่นะระลึกถึงบทพระรัตนตรัยในบทที่พระอาจารย์ได้ให้ไว้ ก็คือบท พุทโธ เมนาโถ พระพุทธเจ้าเป็นที่พึ่งอันประเสริฐของข้าพเจ้า ธัมโม เมนาโถ พระธรรมเป็นที่พึ่งประเสริฐของข้าพเจ้า สังโฆ เมนาโถพระสงฆ์เป็นที่พึ่งอันประเสริฐของข้าพเจ้าระลึกบทนี้ ย้ำ ๆ ซ้ำ ๆ แล้วก็ พยายามทําบุญอุทิศส่วนกุศลให้กับผู้ที่ละชีวิตไป ยิ่งนึกถึงเขามากเท่าไรคิดถึงเขามากเท่าไรอุทิศส่วนกุศลไปให้เขามากเท่านั้นทําอย่างนี้ไว้ความทุกข์ก็จะค่อย ๆ คลายออก ",00.47.52,00.51.59,
,กินน้ำกระท่อมเนี่ยผิดศีลไหมครับ เพราะว่ามันพ้นจากยาเสพติดที่กฎหมายเขาไอ้นี่ลงไปแล้วว่ามันไม่ใช่ยาเสพติดอย่างนี้ถือว่าเป็นผิดไหมครับ,"ถ้าเราจะกล่าวเทียบกับศีลก็ถ้าจะเทียบกับเทียบกับข้อที่ห้าใช่ไหม มันไม่ใช่สุรา
มันไม่ใช่เมนระยะคือเมระยะคือของหมักดองแล้วก็ไม่ใช่มัชชะคือของมึนเมานะเพราะศีลข้อที่ห้าจะมีอยู่สามความหมายคือสุรามีระยะแล้วก็มัชฉะฉะนั้นฉะนั้นน้ํากระท่อมเนี่ย
ไม่ได้ผิดศีลแม้จะแต่ก่อนนี้มีกฎหมายห้ามก็ไม่ถือว่าเป็นผิดศีลแต่ผิดกฎหมายการผิดกฎหมายกับผิดศีลมันคนละส่วนกันบางอย่างไม่ได้ผิดสีแต่ผิดกฎหมายฉะนั้นขอให้เข้าใจว่าไม่ได้ผิดศีลเพราะไม่ใช่ของมึนเมา ",00.52.58,00.53.18,
,พระอาจารย์คะเงาะเคยได้ยินพระอาจารย์แนะนําว่าเวลาที่เราดูการเกิดของเวทนาสัญญาสังขารวิทยา พระอาจารย์แนะนําให้ดูสัญญาให้ดูความจําเป็นตัวหลัก พระอาจารย์แนะนําอย่างนี้ดูเวลาคําว่าดูสัญญาดูแค่ไหนคะอาจารย์ ดูแค่ว่าสมมุติว่าเราจําเรื่อง จําเหตุการณ์ในอดีตปรากฏแล้วเราจําได้ไหมไม่รู้ อันนี้เงาะว่าพอนึกออกว่านี่เป็นความทรงจํานะแล้วมันโผล่ขึ้นมาแต่อย่างสมมติว่าเราเห็นแก้วแล้วเราก็หมายรู้ว่านี่มันคือแก้วอย่างนี้เราต้องรู้ตัวอยู่มั้ยคะว่านี่คือเรากําลังเห็นสัญญาอย่างนี้ค่ะ,สัญญามันจะมีอยู่สองประเภทนะสัญญาในปัจจุบันอันหนึ่งกับสัญญาในอดีต อีกสามประเภทคือสัญญาอนาคตแต่สัญญาอนาคตมันไม่มีหรอกแต่มันคือจําเรื่องที่จะทําอนาคตไว้นะแต่ว่าสัญญาในอนาคตไม่มีเพราะอนาคตเป็นสิ่งที่ยังไม่ได้เกิดขึ้น ก็เลยพูดถึงสัญญาอดีตกับสัญญาปัจจุบันคําว่าสัญญาในอดีตคือการจําเรื่องราวที่ร่วงไปแล้วรับไปแล้วดับไปแล้วหมดไปแล้วที่มันผุดปรากฏขึ้นมาอีกครั้งหนึ่งผ่านความจําชนิดนั้นนั้นแล้วมันส่งผลต่อชีวิตเราให้สุขและทุกข์และเป็นปัญหารบกวนจิต อันนี้ต้องกําหนดรอบรู้สัญญาขันธ์ว่าเป็นเพียงแค่ความจําไม่ใช่ความจริง แล้วสัญญาขันปัจจุบันคือการกําหนดหมายที่จะกระทําสิ่งต่าง ๆ ในขณะนี้ก็คือสัญญาขันในปัจจุบัน สัญญาขันในปัจจุบันนี้ไม่ต้องไปกําหนดรอบรู้เพราะมันเกิดระดับอยู่แล้วแต่ให้เราไปกําหนดรอบรู้สัญญาณอ่านในส่วนของอดีตที่มันส่งผลต่อความสุขและทุกข์ในชีวิตปัจจุบันนี้พระอาจารย์จึงแนะนําให้ดูสัญญาขันถามว่าดูเวทนาขันต์ได้ไหมได้พระพุทธเจ้าก็ตรัสไว้ว่าบุคคลผู้รอบรู้เวทนาขันต์ได้ถึงที่สุดแล้วย่อมเข้าสามารถก้าวข้ามโมฆะได้เวทนาขันธ์อย่างเดียวนะอย่างอื่นไม่ดูก็ได้ ครูเวทนาขันธ์อย่างเดียวก็สามารถก้าวข้ามโมฆะได้ก็เท่ากับว่าไปถึงนิพพานได้ด้วยการดูเวทนาอย่างเดียวแต่จุดมุ่งหมายของการดูเวทนาเพื่อรู้กามราคะปฏิฆะเพื่อทําลายสังโยชน์ ,00.53.55,00.56.04,
, ถ้าดูความคิดล่ะคะพระอาจารย์ ดูสังขาร,สังขารใด ๆ ก็ตามที่เกิดขึ้นนะพระองค์บอกว่าการที่จะดูสังขารก็ดูที่ว่าพราะสังขารเนี่ยปรุงแต่งรูปปรุงแต่งเวทนาปรุงแต่งสัญญาปรุงแต่งสังขารและปรุงแต่งวิญญาณไว้อันนี้ที่ว่าสังขารสังขารใดใดจะเกิดขึ้นก็ต้องอาศัยมีลูกมีเวทนามีสัญญาสังขารถึงจะปรุงแต่งได้ หมายถึงว่าจิตมันจะคิดเรื่องใดได้ก็คือเอาเรื่องสิ่งเรื่องนั้นไปปรุงแต่งต่อหรือไปคิดต่อเป็นเรื่องเป็นนั้นไปนี้ขึ้นมาได้มันก็ต้องมาจากเรื่องที่จําไว้ก่อน ถ้าไม่มีเรื่องที่มันเคยจําไว้เนี่ยมันจะไปคิดเรื่องนั้นไม่ได้เลย ,00.56.07,00.56.49,
,ถ้าคนที่ตายแล้วเขาเปลี่ยนชื่อ หมายถึงตอนที่มีชีวิตเนี่ยเขาเคยชื่อหนึ่งต้องเปลี่ยนชื่อก่อนแล้วพอตายไปปุ๊บทําบุญให้เขาเนี่ยเราต้องบอกชื่อเก่าหรือชื่อใหม่ดีครับ,ชื่อใหม่ ,00.57.29,00.57.43,
,เราจะฝึกจิตใจอย่างไรเวลาเราโกรธไม่พอใจโมโหแล้วอารมณ์มันไปขั้นสุดคุมอารมณ์ไม่ได้โมโหแล้วก็โวยวายอย่างนี้ต้องฝึกยังไงดีเจ้าคะ  ,"ฝึกทักอารมณ์ที่เกิดขึ้นกับจิตอยู่บ่อยบ่อยในขณะที่ความโมโหและความไม่พอใจเกิดขึ้นนั้นต้องฝึกไว้ว่าเรากําลังมีความโมโห ความโมโหกําลังเกิดขึ้นกับเรา เราเกิดความโมโหความ โมโหเกิดขึ้นกับเรา ความโมโหกําลังปรุงแต่งจิตเรา จิตเรากําลังถูกความโมโหปรุงแต่ง เรากําลังมีความโมโห ความโมโหกําลังมีอยู่ในเรา ความโมโหเกิดขึ้นกับเรา เราเกิดความโมโหคือบอกความเป็นจริงกับตัวเองอย่างนี้ เขาเรียกว่าทักอารมณ์ที่เกิดกับใจตัวเองกับตัวเองอย่างนี้
ย้ำ ๆ ซ้ำ ๆ วนเวียนอยู่อย่างนี้มันจะเป็นการสร้างสติในระหว่างนั้นสติอาจจะยังไม่ถูกสร้างขึ้นมาหรอกแต่ว่าการทักอย่างนี้มันจะค่อยสร้างสติขึ้นมาถึงแม้เราจะไม่รู้ก็ตามว่ามันกําลังถูกสร้างสติขอให้รู้ว่าสติกําลังจะถูกสร้างขึ้นในระหว่างที่เรากําหนดรู้หรือเข้าไปทักอารมณ์อยู่นั้น ครั้งแรกเราอาจจะยังไม่เห็นผลทั้งสองทั้งสามทั้งสี่ที่สติได้ถูกสร้างขึ้นมาแล้วมันจะคอยทําหน้าที่ในการเท่าทันต่ออารมณ์ เมื่อมันเท่าทันต่ออารมณ์เราจะเห็นอารมณ์นั้นเกิดและดับเมื่อเราเห็นอารมณ์เกิดดับเราถึงจะเข้าใจอารมณ์นั้นตามความเป็นจริงสติตัวนี้จะคอยทําหน้าที่กํากับอยู่ ",00.57.53,00.59.12,
,บ้านที่อาศัยอยู่เป็นบ้านไม้และมีปลวกบุกรุกค่ะลูกควรกําจัดอย่างไรให้บาปเบาบางที่สุดค่ะพระอาจารย์,บาปอยู่แล้วนะขอให้เข้าใจว่าบาปอยู่แล้วแต่เป็นบาปที่แก้ไขได้นะ ชีวิตนี้ที่เราจะใช้ชีวิตอยู่ในโลกนี้โดยที่ไม่ให้เปื้อนบาปมันเป็นไปไม่ได้แต่บาปที่เข้ามาสู่ชีวิตเรา เราจะแก้ไขมันอย่างไรนี่คือหลักการทางพุทธศาสนาที่นําไปสู่การแก้ไขแต่จะไม่ให้มีบาปเลยมันไม่มีใครสามารถใช้ชีวิตโดยที่ไม่มีบาปเลยเราสามารถแก้ไขได้เราก็ไปสู่วิธีการแก้ไข ฉะนั้นจะถามว่าจะทําอย่างไรจะทํายังไงก็ทําแต่เมื่อบาปแล้วจะแก้ไขยังไงถึงจะถามพระอาจารย์ได้ ,00.59.27,01.00.13,
,"ถ้าพระอาจารย์มีลูกศิษย์ 2 คนคือเอกับบีก็สอนให้ความรู้พร้อมกันก็บอกให้ไปปฏิบัตินะถ้าไม่สงสัยมากปฏิบัติไปเรื่อย ๆ ก็จะก้าวหน้าเร็ว เอจะถามบ่อยมากอาจารย์ก็ขยันตอบ 
บีถามคําถามเดียวกับเอแต่อาจารย์ไม่ตอบอะไรเป็นสาเหตุที่ทําให้อาจารย์จะปฏิบัติกับสิทธิต่างกันคะ ",มีความต่างกันเพราะจิต ความรู้พื้นเพอุปนิสัยเรื่องราวที่อาจารย์คํานวณดูแล้วว่าบุคคลนี้ควรต่อบุคคลนี้ไม่ควรตอบ มีอยู่คราวครั้งหนึ่งที่วัชโคตรไปถามพระพุทธองค์ในคําถามที่สมณพราหมณ์ทั้งหลายต่างก็ถามพุทธองค์นี่แหละ แต่พระองค์ไม่ตอบกับวัชโคตรแต่ไปตอบกับสมณธรรมเหล่าอื่นหมดเลยแต่วัชรฉัตรโคตรไม่ตอบ พระอานนท์ก็สงสัยเอ๊ะ! ทําไมพุทธองค์ไม่ยอมตอบคําถามวัชโคตรที่มาถาม แต่สมณธรรมเหล่าอื่นพระองค์ตอบหมด พระพุทธเจ้าบอกว่าตถาคตรู้อุปนิสัยในจิตของการตอบคําถามกับบุคคลเหล่านี้ว่าใครควรตอบแล้วใครไม่ควรตอบ ,01.00.18,01.00.37  ,
,มารดามีโรคประจําตัวหลายโรคต้องกินยามากแต่ก็ชอบกินยาแบบผิด ๆ แล้วก็ชอบทําตัวให้เจ็บป่วยเพื่อให้ลูกต้องไปดูแลชอบเรียกร้องความสนใจจากลูก ต้องไปดูแลตลอดจนลูกไม่ได้ทํางานจึงไม่มีรายได้ แบบนี้เรียกว่าชดใช้กรรมหรือเปล่าคะ ,"ส่วนหนึ่งเป็นการชดใช้กรรมนะส่วนหนึ่งก็เราเราต้องมองในแง่มุมอีกแง่มุมหนึ่งในการที่ทําให้
แม่ที่พี่พยายามเรียกร้องความสนใจจากลูกจนทําให้ลูกเสียการเสียงานบางทีมันก็ไม่เกิดความชอบธรรมในสิ่งที่เราทําอยู่บางคราวก็จะทําให้แม่ คืออาตมาเข้าใจว่าลูกไม่อยากจะทําให้แม่เสียความรู้สึกทางด้านจิตใจแต่มันไม่ได้หมายถึงว่าเราจะต้องทําอย่างงั้นตลอดไปกรรมพระองค์ไม่ได้บอกให้ชดใช้ทุกอย่างนะแต่พระองค์ให้แก้ไข การแก้ไขต่างหากคือหลักของปัญญาชดใช้แน่นอนส่วนหนึ่งเราต้องเข้าใจกระบวนการแห่งกรรมโดยการยอมรับก่อนพอยอมรับแล้วเราจะนําไปสู่การแก้ไขเรื่องราวนั้นอย่างไร เมื่อให้เกิดเหตุการณ์อย่างนี้ญาติพี่น้องลูกหลานทุกคนประสบกับปัญหานะจนส่งผลต่อการงานฉะนั้นเราจะแก้ไขอย่างไร หรือเรื่องนี้ถ้าเราจะคอยทําให้เอ่อรักษาแต่น้ำจิตน้ำใจของแม่อยู่อย่างเดียวอันนี้ก็คือแน่นอนส่วนดีส่วนหนึ่งแต่ส่วนไม่ดีมันก็มี พิจารณาดูเราก็ต้องพิจารณาดูผู้เป็นลูกพิจารณาดูว่าเราจะแก้ไขยังไง",01.02.36  ,01.04.06  ,
,บุคคลที่มีร่างกายไม่ครบ 32 ประการเช่นนิ้วพิการตั้งแต่กําเนิดเจริญอริยสัจได้ไหมคะ,"หากว่าบุคคลผู้นั้นประกอบไปด้วยเหตุกะจิต คือจิตที่ประกอบด้วยเหตุพร้อมจะพิกลพิการยังไงก็ตามก็ยังสามารถแทนตลอดอริยสัจสี่ได้ ตัวอย่างเช่นมีภิกษุรูปหนึ่งหลังค่อมโดยกําเนิดนะหลังค่อมโดยกําเนิดแล้วคุณตรรกะเถระหรือเปล่า ประมาณนี้ถ้าจําไม่ผิดนะหลังค่อมโดยกําเนิดก็เป็นพระอรหันต์ในพุทธศาสนาอือคืออันนี้คือต้องบอกว่าคนที่พิการแต่มีเหตุกักจิตคือพร้อมเพรียงไม่มีความขาดตกบกพร่องในแง่ของความสมบูรณ์ทางจิต คือประกอบไปด้วยสัมมาทิฐิ ประกอบด้วยการ
ไข้สดับในกุศลธรรม ประกอบปรารถนาการหลุดพ้นทางพระนิพพานอะไรประมาณนี้ คือมันต้องประกอบด้วยเหตุเหล่านี้ครบถ้วนบริบูรณ์อันนี้ได้ ",01.04.29 ,01.05.27  ,
,แล้วแม้กระทั่งบางคน เพื่อนบางคนที่เขาก็สนใจทางธรรมแต่ว่าด้วยตัวของเขาเมีความเป็นเหมือนชอบผู้ชายเขาเป็นผู้ชายนะคะแล้วเขาก็ชอบผู้ชายอย่างนี้ค่ะ แล้วเขาก็บอกว่าเขาก็มีสัมมาทิฐิ เขาสามารถที่จะรู้แจ้งแทนตลอดในอริยสัจได้ไหมคะพระอาจารย์,"ช่วงในขณะที่เขาใช้ชีวิตอยู่ในภาวะอย่างนี้ มันยังจะปิดกั้นไว้ก่อนแต่ขอให้เขาปฏิบัติไปเถอะเมื่อละชีวิตไปเมื่อไหร่และจากนั้นกระแสแห่งการปฏิบัตินั้นจะสืบต่อกับจิตแล้วเขาจะแทนตลอดอริยสัจ 4 เมื่อละชีวิตไปเมื่อเกิดบนเทวโลก เขาจะรู้แจ้งพระนิพพานนี่ได้
แต่ถ้าไม่สร้างเหตุไว้เลยกระแสธรรมจะไม่สืบต่อเพราะเมื่อละชีวิตไปแล้วก็จะพ้นภาวะแห่งวิบากอันนั้นเพราะกุศลธรรมที่เขาสะสมไว้ในเส้นทางอริยมรรคจะเปลี่ยนพ้นไปอยู่ในสุคติ สุคติพบจะกําหนดความสมบูรณ์แบบในภายกายและจิตอันนั้นแล้ว คุณธรรมที่เขาบําเพ็ญมาเนี่ยมันจะทําให้จิตของเขานั่นหน่วงเหนี่ยวเอาข้อปฏิบัติทั้งหมดหรือกระแสอริยมรรคทั้งหมดเนี่ยไปปรากฏกับจิตแล้วจิตจะแทนตลอดอริยสัจเข้าถึงผลในศาสนานี้โดยลําดับในขณะที่เป็นเทวดานั้นได้ ไม่ต้องกลัวไม่เสียผลไม่เสียหายปฏิบัติได้แต่ตอนที่ยังอยู่เนี่ยมันยังปิดกั้นไว้อยู่แต่มันหมายถึงว่ามันจะหายไปไหนนะ ยังรองรับสะสมอยู่ในจิตอยู่ เพียงแค่รอความสมบูรณ์พร้อมเท่านั้นเอง ",01.05.48 ,01.07.23,
,แต่ว่าถ้าอย่างบางคนเขาก็เป็นชายรักชาย แต่ว่าพอถึงวันหนึ่งเขาก็สลับเลยค่ะ ไม่เอาเลยแล้วก็บวชเลยอย่างนี้ค่ะพระอาจารย์อย่างนี้ก็ถือว่าเขาก็คือมีโอกาสส่งได้อย่างนี้เหมือนกันไหมคะ,,01.07.25 ,01.08.27  ,
, ที่บอกว่าบัณเฑาะก์บวชไม่ได้อันนี้จริงไหมคะพระอาจารย์,ที่บวชไม่ได้หมายถึงว่าบัณเฑาะก์ที่ไม่มีเพศ ไม่มีเพศปรากฏถ้ามีเพศปรากฏบวชได้,01.08.31 ,01.08.54,
, เมื่อคราวลมหายใจสุดท้ายของพ่อหนูเราได้ยินเขาไอแรง พ่อแบบไอตลอดแต่หนูไม่ได้ลุกไปดู เหตุแก้ตัวเราคือตอนนั้นเรายังเด็กเสียใจมาจนถึงทุกวันนี้ค่ะ พ่อเป็นสโตรกเรามีหน้าที่ดูแลท่านทุกวันนี้คิดว่าเพราะเราไม่ลุกไปดูพ่อวันนั้นท่านถึงตาย นิมนต์พระอาจารย์แจ้งผลแห่งเหตุนั้นกับเราด้วยค่ะ,"การที่เรามีหน้าที่ดูแลท่านไม่ได้หมายถึงว่าการดูแลนั้นจะไม่มีความผิดพลาดบกพร่องเลย
มันต้องมีความผิดพลาดบกพร่องในทุก ๆ กรณีไม่มีใครสามารถทําอะไรได้อย่างครบถ้วนสมบูรณ์แบบโดยไม่ขาดตกบกพร่องในการทํา เราอย่าเอาเหตุของความผิดพลาดบกพร่องนั้นมากล่าวโทษตัวเองหรือตําหนิตัวเองซึ่งมันจะไม่เกิดประโยชน์ใด ๆ เลยในสิ่งที่เราทํา เรานึกถึงคุณค่าที่เราได้ดูแลท่าน เรานึกถึงความดีกตัญญูที่เราได้ตอบสนองคุณของท่าน แต่เราอย่าเอาความผิดพลาดและบกพร่องนั้นมาลดทอนความดีคุณค่าหรือความกตัญญูที่เรากระทําต่อท่านซึ่งมันเทียบกันไม่ได้เลยอย่าไปติดอยู่กับเรื่องนี้ซึ่งมันเกิดขึ้นได้เสมอกับทุก ๆ เรื่องราวทุก ๆ เหตุการณ์เราไม่ได้เป็นส่วนหนึ่งที่ทําให้ท่านละชีวิตไปแต่ถ้าละชีวิตไปเพราะโลกของท่านมันเป็นแบบนั้นท่านจะต้องเป็นแบบนั้นมันก็เป็นส่วนหนึ่งของท่านที่ท่านจะต้องได้รับอย่างนั้นต้องเข้าใจหลักการนี้ให้ดี ถ้าเมื่อใดก็ตามที่เราไม่ได้เข้าใจหลักของกรรมนี้ในส่วนหนึ่งเราก็จะไปเป็นผู้แบกรับผลแห่งวิบากส่วนกรรมที่ท่านทํามามาเป็นของตัวเรามันก็เป็นผู้เปล่า ๆ ซึ่งมันไม่สามารถที่จะไปแบกรับกรรมของคนอื่นมาเป็นของตัวเองได้
	ฉะนั้นเราจะต้องฝึกคิดในแง่ของสิ่งที่ไม่ปรักปรำกล่าวโทษหรือทําร้ายตัวเองหรือตําหนิตัวเองฝึกคิดในการที่จะสละออกหรือหนีออกจากความคิดเหล่านี้ แล้วก็นึกถึงคุณงามความดีที่เราทําและมีคุณค่ามากกว่า ",01.09.11 ,01.11.17 ,
,มีความคิดเกิดขึ้นเพราะคิดว่าความคิดกําลังเกิดขึ้น จิตพอหายไปที่พระอาจารย์บอกว่าให้กําหนดลงที่ขันกําหนดอย่างไรคะ หมายถึงอะไรช่วยอธิบายให้ฟังหน่อยค่ะ ,"นี่คือตัวอย่างหนึ่งที่ได้นําคําแนะนําที่พระอาจารย์ให้ไปปฏิบัติ ไม่ว่าจะเป็นการอะไรก็ตามเกิดขึ้นแล้วให้ทักเรื่องนั้นตรง ๆ อันนี้เอาไปทักจิตที่กําลังคิดพอไปทักความคิดแล้วความคิดหายไปก็เลยไม่รู้ว่าพอมันหายไปแล้วมันจะไปกําหนดลงขันธ์ได้ยังไงใช่ไหมล่ะ ก็ให้เรียนรู้กําหนดลงขันธ์ว่า
ที่เกิดขึ้นเมื่อกี้นี้มันเป็นขันธ์ไหม ถ้าเรารู้ว่ากําหนดรู้ว่ามันเป็นสังขารเราก็จะได้เห็น สังขารขันธ์เกิดขึ้นแล้วดับไปอย่างนี้นี่เองเราจะได้เรียนรู้ความเกิดความดับความสําคัญขันธ์นั้น แล้วครั้งต่อไปเวลาเกิดขึ้นเราไม่ต้องไปทักความคิดแล้วให้เราทักว่านี่คือสังขารขันธ์ สังขารขันธ์กําลังเกิดขึ้นกับจิต สังขารขันธ์กําลังตั้งอยู่ในจิต พอมันถูกรู้มันก็จะดับไปเราก็รู้ว่าสังขารดับไปก็จะเป็นการรู้ว่าขันธ์เกิดดับ เพราะอันแรกมันเป็นการรู้อารมณ์เกิดดับใช่ไหมล่ะ เพราะพระอาจารย์ให้ทักเพื่อให้สงบอารมณ์แล้วให้เห็นอาการของขันธ์ พอเห็นอาการของขันธ์ครั้งต่อไปให้เห็นขันธ์เกิดดับเพราะถ้าเห็นขันธ์เกิดดับเราจะทําจิตในอริยสัจ 4 ได้ ",01.12.00 ,01.13.14,
,"เคยได้ยินว่าเวลาตายแล้วจิตเกิดขึ้น จิตเกิดทันทีแล้วเราอุทิศส่วนกุศลให้เขาที่ไปเกิด
แล้วได้ด้วยเหรอคะ","ได้พุทธเจ้าตรัสว่าได้ก็ต้องได้แต่ต้องเข้าใจคําว่าได้นะว่าได้ในลักษณะไหน เมื่อใดก็ตามที่จิตที่จุติใหม่นั้นอยู่ในส่วนของผู้ที่ไม่ได้มีวิบากกรรมปิดกั้นไม่ให้ได้รับส่วนผลบุญอุทิศส่วนกุศลไปเถอะอยู่ในสภาพไหนก็ตามเปลี่ยนแปลงได้หมดคือได้รับผลบุญและเปลี่ยนไปสู่สุขคติได้หมดเลย
ตัวนี้แต่ถ้าจิตดวงนั้นจุติไปด้วยอกุศลกรรมอันเป็นมิจฉาทิฐิแล้วมีบาปกรรมอันหนักปิดกั้นการรับส่วนกุศลอุทิศไปยังไงก็ตามจะไม่ได้รับ วิธีดีที่สุดก็คือการอธิษฐานจิตเข้าถึงรัตนตรัยแล้วอธิษฐาน
กระแสรัตนตรัยที่เราเข้าถึงนี่บอกว่าขออํานาจพระพุทธ พระธรรม พระสงฆ์ จงบันดาลให้กระแสรัตนตรัยที่ข้าพเจ้าระลึกถึงนี้จงเป็นคตินิมิตรองรับจิตบุคคลผู้นี้ให้เข้าสู่สุขคติภูมิในสัมปรายภพเบื้องหน้าด้วยเถิดอย่างนี้ อธิษฐานไว้อย่างนี้ ย้ำ ๆ ซ้ำ ๆ จนกว่าจิตเขาดับไปหรือตายไป กระแสรัตนไตรจะรองรับผิดเขาเข้าสู่สุขคติและอุทิศส่วนกุศลหลังจากนั้นจะรับบุญได้แล้วก็รับได้ง่ายด้วย ",01.13.27 ,01.14.46,
,แล้วถ้าคนเราไปเกิดมีใช่ไหมเจ้าคะ ที่แบบตายปุ๊บแล้วไปเกิดเป็นมนุษย์เลยไม่ได้ไปเป็นแบบภพภูมิอื่นก่อนอะไรอย่างนี้ค่ะพระอาจารย์มีใช่ไหมเจ้าคะ แล้วเราอุทิศบุญนี้ให้พอเขาไปเกิดเป็นมนุษย์แล้วเขาได้ไหมเจ้าคะ ,ได้อุทิศไปเลยจิตยังอยู่ในวิสัยของผู้รับบุญได้อยู่ ถ้าเรายิ่งอุทิศไปในขณะนั้นก็จะเกิดการเปลี่ยนกรรมคือก็คือเวลาไปเกิดเนี่ยจุติจิตด้วยวิบากกรรมใดก็ตามหลักก่อนที่จิตจะดับหรือปฏิสนธิใหม่คือกระบวนการการเกิดใหม่มันจะมีอยู่ 3 อย่างคือ 1.จุติเคลื่อน 2.ปฏิสนธิสืบต่อที่เกิดนั่นแหละหาที่เกิด แล้วก็อุบัติ คือผุดเกิดขึ้น ไปเกิดขึ้นในท้องปั๊บการอุทิศส่วนกุศลต่อไปจากนั้นมันจะเข้าไปเป็นกรรมที่ปรุงแต่งให้เขาตั้งแต่อยู่ในท้องไปปรุงแต่งให้ดีตั้งแต่อยู่ในท้อง ปรุงแต่งให้ได้หู ได้ตา ได้จมูกได้ลิ้น ได้กาย ได้ใจ ด้วยกุศลกรรมนั้น ๆ จนกว่าจะคลอดออกมา จะถูกปรุงแต่งไปในทางดีหมดเลยเพราะทําไมอุทิศบุญไปในขณะนั้นกรรมก่อนที่จะตายที่เขาทําอะไรไว้ ถ้าเป็นความเศร้าหมองก่อนตายความเศร้าหมองจะปรุงแต่งเขา ,01.14.51 ,01.16.04,
