index,question,answer
7Xksk9O6nME-5,"[0.59986585, 0.10004098, 0.10002935, 0.10004098, 0.10002285]","[0.5999124, 0.10002305, 0.10001969, 0.10002307, 0.10002181]"
7Xksk9O6nME-6,"[0.59996396, 0.100013845, 0.100007735, 0.10000811, 0.10000634]","[0.10002067, 0.10001816, 0.10002564, 0.59991556, 0.100019984]"
7Xksk9O6nME-7,"[0.100015, 0.100020126, 0.10001195, 0.59994096, 0.10001195]","[0.59999293, 0.100001715, 0.10000194, 0.10000182, 0.10000162]"
7Xksk9O6nME-8,"[0.1000528, 0.10014623, 0.100146085, 0.59960204, 0.100052804]","[0.10002457, 0.5998895, 0.10002886, 0.100020394, 0.100036666]"
7Xksk9O6nME-9,"[0.100015566, 0.100015566, 0.10001212, 0.5999209, 0.10003586]","[0.100003615, 0.100004084, 0.5999809, 0.10000398, 0.10000742]"
7Xksk9O6nME-10,"[0.10004658, 0.5998296, 0.100046575, 0.100046575, 0.10003067]","[0.1042804, 0.10422839, 0.10422174, 0.5830473, 0.1042222]"
7Xksk9O6nME-11,"[0.10002287, 0.10002732, 0.100033976, 0.5998818, 0.10003399]","[0.10000485, 0.10000537, 0.5999799, 0.10000526, 0.100004666]"
7Xksk9O6nME-12,"[0.10005011, 0.100050114, 0.59983593, 0.100027926, 0.10003586]","[0.59998345, 0.100004256, 0.1000036, 0.10000476, 0.10000399]"
7Xksk9O6nME-13,"[0.100029185, 0.10002918, 0.5998881, 0.10002149, 0.10003205]","[0.5999551, 0.10001028, 0.100007385, 0.10001745, 0.10000981]"
7Xksk9O6nME-14,"[0.10002286, 0.100040995, 0.10002935, 0.5998658, 0.100041]","[0.10000515, 0.5999828, 0.100004904, 0.10000289, 0.10000431]"
7Xksk9O6nME-15,"[0.10002285, 0.59992874, 0.10001678, 0.10001679, 0.100014806]","[0.10000831, 0.10000726, 0.5999667, 0.10000832, 0.10000942]"
7Xksk9O6nME-16,"[0.10001077, 0.10002814, 0.59992784, 0.10001662, 0.10001662]","[0.100024484, 0.100024484, 0.10002612, 0.59990185, 0.100023046]"
7Xksk9O6nME-17,"[0.10000635, 0.10000877, 0.10000993, 0.5999627, 0.10001222]","[0.1000016, 0.10000165, 0.10000146, 0.10000149, 0.5999938]"
7Xksk9O6nME-18,"[0.10002663, 0.100052305, 0.10003958, 0.10003184, 0.59984964]","[0.100021705, 0.1000234, 0.10002536, 0.10003406, 0.5998955]"
7Xksk9O6nME-19,"[0.10002007, 0.5998986, 0.10002662, 0.10002288, 0.10003182]","[0.5999693, 0.10000837, 0.10000778, 0.10000704, 0.10000751]"
7Xksk9O6nME-20,"[0.59984034, 0.1000381, 0.10001497, 0.10006846, 0.10003812]","[0.10000793, 0.5999648, 0.100007005, 0.100009896, 0.10001039]"
7Xksk9O6nME-21,"[0.5992688, 0.10022951, 0.10004272, 0.1002295, 0.10022952]","[0.10001217, 0.10001075, 0.10000938, 0.59996057, 0.10000714]"
7Xksk9O6nME-22,"[0.10000686, 0.100013696, 0.59996396, 0.1000086, 0.10000686]","[0.10000709, 0.59997493, 0.100007504, 0.100005776, 0.1000047]"
7Xksk9O6nME-23,"[0.100022815, 0.10001177, 0.10004266, 0.59991103, 0.10001177]","[0.10000526, 0.100002415, 0.10000359, 0.100003764, 0.59998494]"
7Xksk9O6nME-24,"[0.10003356, 0.10002283, 0.5998872, 0.10002283, 0.10003357]","[0.10001558, 0.10001478, 0.10001343, 0.5999428, 0.10001343]"
7Xksk9O6nME-25,"[0.10004252, 0.5998624, 0.10002285, 0.100042515, 0.10002973]","[0.10002573, 0.10003338, 0.1000311, 0.10004772, 0.59986204]"
7Xksk9O6nME-26,"[0.10001482, 0.100021325, 0.10002138, 0.599925, 0.100017495]","[0.10003341, 0.10002907, 0.10002434, 0.1000231, 0.59989005]"
7Xksk9O6nME-27,"[0.10002652, 0.1000315, 0.5998889, 0.1000265, 0.100026526]","[0.59991467, 0.100020535, 0.10001854, 0.10002172, 0.100024514]"
7Xksk9O6nME-28,"[0.10009618, 0.5997383, 0.10002287, 0.100095995, 0.10004663]","[0.10000368, 0.100004256, 0.100003466, 0.100002125, 0.59998643]"
7Xksk9O6nME-29,"[0.10003505, 0.10003916, 0.10002155, 0.5998776, 0.100026675]","[0.5999758, 0.10000541, 0.10000567, 0.1000063, 0.100006856]"
7Xksk9O6nME-30,"[0.10004098, 0.10004098, 0.10001872, 0.10004099, 0.59985834]","[0.5998852, 0.10002685, 0.10002931, 0.10002928, 0.100029305]"
7Xksk9O6nME-31,"[0.10004357, 0.10004357, 0.100022875, 0.5998671, 0.100022875]","[0.100002915, 0.100004666, 0.100004986, 0.59998363, 0.100003816]"
7Xksk9O6nME-32,"[0.100019, 0.5999007, 0.10002869, 0.10002287, 0.1000287]","[0.1000053, 0.1000053, 0.59997946, 0.10000461, 0.1000053]"
7Xksk9O6nME-33,"[0.10002291, 0.10001821, 0.5999077, 0.100030914, 0.1000203]","[0.100016855, 0.10001871, 0.5999269, 0.10001981, 0.100017734]"
7Xksk9O6nME-34,"[0.10002741, 0.1000209, 0.10003676, 0.10001906, 0.5998959]","[0.1000181, 0.5999158, 0.10002112, 0.100022174, 0.100022756]"
7Xksk9O6nME-35,"[0.100016065, 0.10001887, 0.100012384, 0.10001239, 0.5999403]","[0.5999028, 0.10003154, 0.10002459, 0.10002332, 0.10001772]"
7Xksk9O6nME-36,"[0.10000995, 0.10001151, 0.10001368, 0.5999512, 0.10001367]","[0.10000571, 0.10000382, 0.10000423, 0.59998155, 0.10000473]"
7Xksk9O6nME-37,"[0.10003601, 0.59992176, 0.1000131, 0.10000993, 0.10001925]","[0.5999866, 0.10000315, 0.10000324, 0.10000366, 0.10000334]"
7Xksk9O6nME-38,"[0.10003746, 0.100026414, 0.10003748, 0.100028515, 0.59987015]","[0.10000821, 0.100030646, 0.10002283, 0.59991544, 0.100022815]"
7Xksk9O6nME-39,"[0.100002564, 0.10000516, 0.10000321, 0.1000047, 0.59998435]","[0.10000472, 0.10000487, 0.59998274, 0.100003645, 0.100004055]"
7Xksk9O6nME-40,"[0.10002283, 0.59990686, 0.10001392, 0.10003356, 0.100022845]","[0.10003403, 0.5998966, 0.10002404, 0.10002128, 0.10002403]"
7Xksk9O6nME-41,"[0.100044884, 0.100027345, 0.5998808, 0.10001967, 0.10002734]","[0.100023225, 0.100019194, 0.59990263, 0.10002407, 0.100030884]"
7Xksk9O6nME-42,"[0.100046396, 0.100027524, 0.10002753, 0.10003455, 0.599864]","[0.10001205, 0.5999518, 0.10000917, 0.10001346, 0.10001346]"
7Xksk9O6nME-43,"[0.10028323, 0.10028327, 0.10028325, 0.5991274, 0.100022845]","[0.100006856, 0.100006215, 0.5999727, 0.100007094, 0.1000071]"
7Xksk9O6nME-44,"[0.59982187, 0.100036, 0.100035995, 0.10008333, 0.10002283]","[0.10000435, 0.10000353, 0.10000511, 0.10000534, 0.5999816]"
39g24UtreC8-1,"[0.5998926, 0.10002978, 0.100023, 0.100029774, 0.10002488]","[0.5999507, 0.100014746, 0.100010864, 0.10001278, 0.100010894]"
39g24UtreC8-2,"[0.5999369, 0.10001504, 0.10000739, 0.10003074, 0.10000991]","[0.10000473, 0.10000319, 0.599985, 0.100002885, 0.10000419]"
39g24UtreC8-3,"[0.10001561, 0.10001561, 0.5999433, 0.1000099, 0.10001561]","[0.100000665, 0.10000069, 0.10000066, 0.5999973, 0.100000694]"
39g24UtreC8-4,"[0.100046225, 0.100023046, 0.10004107, 0.59984857, 0.10004108]","[0.100029446, 0.100027144, 0.5998935, 0.100027874, 0.10002201]"
39g24UtreC8-5,"[0.100009054, 0.59996593, 0.10000766, 0.1000083, 0.100009054]","[0.10002056, 0.59992903, 0.10001275, 0.10001707, 0.100020565]"
39g24UtreC8-6,"[0.5998741, 0.100033015, 0.100042395, 0.10003301, 0.100017525]","[0.10000171, 0.5999948, 0.10000141, 0.100001216, 0.10000086]"
39g24UtreC8-7,"[0.5999192, 0.10003763, 0.10000767, 0.10001274, 0.100022815]","[0.10000313, 0.10000272, 0.59998816, 0.10000313, 0.10000284]"
39g24UtreC8-8,"[0.10000576, 0.10000902, 0.10000736, 0.10000576, 0.59997207]","[0.10000837, 0.100006, 0.10000775, 0.59997153, 0.10000636]"
39g24UtreC8-9,"[0.100035496, 0.10003123, 0.5998802, 0.10002789, 0.100025184]","[0.59988064, 0.10002122, 0.100030676, 0.100046255, 0.10002121]"
39g24UtreC8-10,"[0.100007385, 0.10001503, 0.10001503, 0.5999475, 0.10001503]","[0.10002039, 0.10002989, 0.5998932, 0.10002824, 0.10002824]"
39g24UtreC8-11,"[0.10001669, 0.10002488, 0.5999122, 0.10002488, 0.10002138]","[0.100025706, 0.10001937, 0.59989494, 0.10002916, 0.10003083]"
39g24UtreC8-12,"[0.10001485, 0.10003121, 0.10002282, 0.59990823, 0.10002283]","[0.599885, 0.10003326, 0.10002725, 0.10002725, 0.10002725]"
39g24UtreC8-13,"[0.10002934, 0.5998508, 0.10006772, 0.10002285, 0.10002934]","[0.599996, 0.10000116, 0.10000093, 0.1000007, 0.10000124]"
FWdr_km8MMc-1,[],"[0.5999185, 0.10002305, 0.10002066, 0.10001712, 0.10002066]"
FWdr_km8MMc-2,"[0.5999666, 0.10000783, 0.10000766, 0.100007184, 0.10001076]","[0.10003125, 0.100028686, 0.10003124, 0.10002869, 0.5998801]"
FWdr_km8MMc-3,"[0.1001229, 0.5997087, 0.10002283, 0.10012274, 0.10002283]","[0.10000183, 0.10000204, 0.599992, 0.10000214, 0.10000195]"
FWdr_km8MMc-4,"[0.5996354, 0.10003991, 0.100039914, 0.100142315, 0.10014245]","[0.100001715, 0.100002274, 0.10000255, 0.59999156, 0.10000187]"
FWdr_km8MMc-5,"[0.100027315, 0.10014786, 0.10014833, 0.10014755, 0.59952897]","[0.10000295, 0.5999897, 0.100002445, 0.100002415, 0.10000246]"
FWdr_km8MMc-6,"[0.10006221, 0.10002281, 0.5998783, 0.10001383, 0.10002281]","[0.10001395, 0.100007854, 0.5999428, 0.100015126, 0.1000203]"
FWdr_km8MMc-7,"[0.10003264, 0.100017555, 0.5998943, 0.10003265, 0.10002283]","[0.5998058, 0.10005857, 0.100075364, 0.10002514, 0.10003514]"
FWdr_km8MMc-8,"[0.100028135, 0.10002104, 0.10003074, 0.59989196, 0.10002814]","[0.10001808, 0.10003171, 0.10002302, 0.5999005, 0.10002667]"
FWdr_km8MMc-9,"[0.100012146, 0.10000718, 0.100009866, 0.10001215, 0.59995866]","[0.100003645, 0.10000242, 0.5999893, 0.10000178, 0.10000288]"
FWdr_km8MMc-10,"[0.10003066, 0.10002623, 0.10002624, 0.10002293, 0.5998939]","[0.10003221, 0.5998818, 0.1000307, 0.10002934, 0.10002593]"
FWdr_km8MMc-11,"[0.5997074, 0.100022845, 0.1001236, 0.100123286, 0.100022845]","[0.10001795, 0.59991145, 0.10002365, 0.10002847, 0.10001847]"
FWdr_km8MMc-12,"[0.10008046, 0.10002282, 0.100023374, 0.59985054, 0.10002282]","[0.100006096, 0.10000815, 0.10000972, 0.10001013, 0.59996593]"
FWdr_km8MMc-13,"[0.100017525, 0.5998706, 0.100042425, 0.10004241, 0.10002703]","[0.10001524, 0.59991956, 0.1000251, 0.10001715, 0.100022964]"
FWdr_km8MMc-14,"[0.100022875, 0.10001711, 0.10001519, 0.599922, 0.10002287]","[0.10000156, 0.10000148, 0.10000234, 0.100001425, 0.59999317]"
FWdr_km8MMc-15,"[0.599709, 0.10002283, 0.10012293, 0.10012244, 0.10002283]","[0.10000258, 0.10000243, 0.59999025, 0.10000233, 0.10000244]"
FWdr_km8MMc-16,"[0.100096144, 0.10004661, 0.10003068, 0.5997799, 0.10004663]","[0.10000215, 0.10000219, 0.10000365, 0.10000277, 0.59998924]"
FWdr_km8MMc-17,"[0.1000711, 0.100017026, 0.59981793, 0.10007108, 0.100022845]","[0.10000138, 0.10000083, 0.5999947, 0.10000115, 0.10000192]"
FWdr_km8MMc-18,"[0.59995645, 0.100007616, 0.10001416, 0.100007616, 0.10001416]","[0.10001238, 0.10000773, 0.10000879, 0.5999631, 0.10000802]"
FWdr_km8MMc-19,"[0.5999171, 0.100022815, 0.100022815, 0.100014485, 0.100022815]","[0.10000213, 0.59999275, 0.100001894, 0.1000014, 0.100001805]"
qvCA_5qE0Rw-1,"[0.1000284, 0.10002286, 0.10002286, 0.599903, 0.10002286]","[0.5999719, 0.10000693, 0.100007154, 0.10000777, 0.100006275]"
qvCA_5qE0Rw-2,"[0.10000751, 0.10001456, 0.10000992, 0.5999534, 0.10001456]","[0.10000344, 0.10000301, 0.59998685, 0.100003235, 0.10000344]"
qvCA_5qE0Rw-3,"[0.10003636, 0.100059815, 0.10002292, 0.100059755, 0.59982115]","[0.10002301, 0.5999087, 0.10002457, 0.100021645, 0.100022085]"
qvCA_5qE0Rw-4,"[0.10002815, 0.10001662, 0.10003666, 0.5998957, 0.10002286]","[0.10002156, 0.100022025, 0.10002274, 0.1000207, 0.59991294]"
qvCA_5qE0Rw-5,"[0.59996855, 0.10000462, 0.10000563, 0.10001242, 0.10000879]","[0.100002736, 0.5999883, 0.100003436, 0.100002766, 0.10000278]"
qvCA_5qE0Rw-6,"[0.10002046, 0.5999375, 0.10001335, 0.100014344, 0.100014344]","[0.10000219, 0.10000252, 0.10000205, 0.5999912, 0.10000208]"
qvCA_5qE0Rw-7,"[0.100021586, 0.10001894, 0.10001954, 0.1000232, 0.59991676]","[0.59995574, 0.10001106, 0.100012235, 0.100011066, 0.100009926]"
qvCA_5qE0Rw-8,"[0.5998948, 0.100028686, 0.10001899, 0.100038506, 0.10001899]","[0.100002356, 0.5999908, 0.10000252, 0.10000207, 0.100002326]"
qvCA_5qE0Rw-9,"[0.5999126, 0.10002675, 0.10002288, 0.100017756, 0.10002]","[0.10000705, 0.100007154, 0.10000467, 0.10000656, 0.5999746]"
qvCA_5qE0Rw-10,"[0.100012004, 0.100057095, 0.10003266, 0.100032665, 0.59986556]","[0.59997016, 0.10000776, 0.10000757, 0.10000855, 0.10000601]"
qvCA_5qE0Rw-11,"[0.5999659, 0.10001073, 0.10000628, 0.100008324, 0.10000882]","[0.59998727, 0.10000288, 0.10000349, 0.10000281, 0.10000358]"
qvCA_5qE0Rw-12,"[0.100017704, 0.10002172, 0.59991455, 0.100025, 0.10002104]","[0.10000205, 0.10000261, 0.59999084, 0.10000226, 0.100002244]"
qvCA_5qE0Rw-13,"[0.100016475, 0.100022934, 0.5999018, 0.100020885, 0.10003791]","[0.100007646, 0.10000566, 0.10000601, 0.10000668, 0.59997404]"
qvCA_5qE0Rw-14,"[0.5999569, 0.10001003, 0.10001183, 0.10001003, 0.10001116]","[0.5991275, 0.100283206, 0.10028315, 0.100283295, 0.100022845]"
qvCA_5qE0Rw-15,"[0.100010835, 0.10000924, 0.100008056, 0.59995997, 0.100011855]","[0.10002879, 0.59989405, 0.100023225, 0.10003013, 0.1000238]"
qvCA_5qE0Rw-16,"[0.59994495, 0.10001353, 0.100013524, 0.10001146, 0.10001652]","[0.10000993, 0.59996295, 0.100008585, 0.100008585, 0.10000993]"
qvCA_5qE0Rw-17,"[0.10000807, 0.100011274, 0.10000891, 0.5999564, 0.10001535]","[0.10006059, 0.100035064, 0.5998409, 0.100031726, 0.10003174]"
qvCA_5qE0Rw-18,"[0.100018665, 0.10000682, 0.1000037, 0.5999652, 0.10000563]","[0.10000799, 0.10000606, 0.100006364, 0.5999752, 0.10000438]"
qvCA_5qE0Rw-19,"[0.59989434, 0.10001755, 0.100032635, 0.10002282, 0.10003264]","[0.100029126, 0.10002619, 0.100028604, 0.1000286, 0.5998875]"
qvCA_5qE0Rw-20,"[0.10003126, 0.10001825, 0.10002036, 0.10002464, 0.59990555]","[0.10002841, 0.10002286, 0.10002841, 0.10002286, 0.59989744]"
qvCA_5qE0Rw-21,"[0.10000631, 0.10000493, 0.100006305, 0.599978, 0.10000444]","[0.100007035, 0.5999736, 0.100006424, 0.100005105, 0.10000777]"
OWvkr5_esnw-1,"[0.1000607, 0.10000991, 0.59985137, 0.10001728, 0.10006071]","[0.10002111, 0.10002312, 0.10002312, 0.10003039, 0.5999023]"
OWvkr5_esnw-2,"[0.10004136, 0.59991115, 0.10001396, 0.1000202, 0.100013316]","[0.100031, 0.10001504, 0.5999103, 0.10002223, 0.10002137]"
OWvkr5_esnw-3,"[0.100018404, 0.10002083, 0.10002301, 0.1000277, 0.59991]","[0.59998953, 0.10000333, 0.10000213, 0.10000239, 0.10000261]"
OWvkr5_esnw-4,"[0.10003822, 0.10002734, 0.10002129, 0.599869, 0.100044094]","[0.100001805, 0.10000159, 0.59999317, 0.10000155, 0.10000187]"
OWvkr5_esnw-5,"[0.10002019, 0.10002019, 0.5999261, 0.1000133, 0.100020185]","[0.10002871, 0.10003434, 0.5998836, 0.10002869, 0.100024655]"
OWvkr5_esnw-6,"[0.10003076, 0.1000074, 0.10000992, 0.10001577, 0.5999361]","[0.10000995, 0.5999642, 0.10000878, 0.10000786, 0.1000092]"
OWvkr5_esnw-7,"[0.10002294, 0.5999266, 0.10001486, 0.10001264, 0.10002295]","[0.100011244, 0.10001052, 0.5999571, 0.10001036, 0.10001078]"
OWvkr5_esnw-8,"[0.1000231, 0.5999139, 0.10002091, 0.100025795, 0.10001632]","[0.10000387, 0.5999851, 0.100003935, 0.10000351, 0.100003585]"
OWvkr5_esnw-9,"[0.10000992, 0.10000992, 0.10001504, 0.10001504, 0.5999501]","[0.1000211, 0.10003122, 0.10003118, 0.599903, 0.10001352]"
OWvkr5_esnw-10,"[0.10000991, 0.10002019, 0.10002119, 0.59990734, 0.10004136]","[0.10000585, 0.10000508, 0.10001251, 0.10001075, 0.59996575]"
OWvkr5_esnw-11,"[0.10001436, 0.5999662, 0.10000517, 0.10000712, 0.100007124]","[0.100011155, 0.10001012, 0.10001078, 0.100011446, 0.5999565]"
OWvkr5_esnw-12,"[0.10001206, 0.10001206, 0.59995323, 0.10000918, 0.100013465]","[0.5999767, 0.10000669, 0.1000044, 0.10000716, 0.100005046]"
OWvkr5_esnw-13,"[0.100013316, 0.59988946, 0.100054294, 0.1000229, 0.100020014]","[0.100025944, 0.10001892, 0.100024626, 0.5999023, 0.10002822]"
OWvkr5_esnw-14,"[0.1000099, 0.59995013, 0.10001503, 0.10001503, 0.1000099]","[0.59996, 0.10000681, 0.100012235, 0.10001098, 0.10000996]"
OWvkr5_esnw-15,"[0.10004099, 0.5998432, 0.10002935, 0.100018725, 0.100067735]",[]
OWvkr5_esnw-16,"[0.5999093, 0.10002868, 0.10002287, 0.10001626, 0.10002286]","[0.100003056, 0.10000313, 0.10000296, 0.10000401, 0.59998685]"
OWvkr5_esnw-17,"[0.10001245, 0.59985816, 0.100052, 0.100052014, 0.10002537]","[0.5999185, 0.10002059, 0.100020014, 0.10001603, 0.100024894]"
OWvkr5_esnw-18,"[0.10004134, 0.1000133, 0.10001331, 0.100020185, 0.59991187]","[0.100010194, 0.10001045, 0.10000952, 0.5999598, 0.100010075]"
OWvkr5_esnw-19,"[0.10003074, 0.59993947, 0.10000992, 0.10000992, 0.10000992]","[0.1000256, 0.5998931, 0.10002804, 0.100024536, 0.10002872]"
OWvkr5_esnw-20,"[0.100051984, 0.10001672, 0.100051984, 0.10001672, 0.59986264]","[0.10001872, 0.10006776, 0.5998548, 0.10002935, 0.10002935]"
OWvkr5_esnw-21,"[0.10001634, 0.10004455, 0.10000991, 0.5999129, 0.10001634]","[0.1000022, 0.10000253, 0.100002356, 0.5999909, 0.100002035]"
OWvkr5_esnw-22,"[0.10001729, 0.10001165, 0.5999432, 0.10001391, 0.10001391]","[0.100005485, 0.5999722, 0.100007065, 0.10000813, 0.10000714]"
OWvkr5_esnw-23,"[0.100014076, 0.599901, 0.10001831, 0.100046284, 0.10002035]",[]
OWvkr5_esnw-24,"[0.59993213, 0.10002281, 0.10002281, 0.10000996, 0.10001227]","[0.10000526, 0.10000964, 0.10000734, 0.5999714, 0.100006334]"
OWvkr5_esnw-25,"[0.10001753, 0.10001398, 0.10001162, 0.5999333, 0.10002353]","[0.100038104, 0.100031205, 0.10004897, 0.59985536, 0.100026414]"
OWvkr5_esnw-26,"[0.10002972, 0.10002291, 0.5998956, 0.10002588, 0.10002588]","[0.10003865, 0.59987694, 0.100031085, 0.100028336, 0.10002501]"
OWvkr5_esnw-27,"[0.10004658, 0.10009587, 0.10003067, 0.1000466, 0.59978026]","[0.59990907, 0.10001902, 0.10002184, 0.10001901, 0.10003109]"
OWvkr5_esnw-28,"[0.5996331, 0.10003997, 0.10014379, 0.100143194, 0.10003995]","[0.5999835, 0.10000338, 0.10000442, 0.10000426, 0.10000442]"
OWvkr5_esnw-29,"[0.1000802, 0.59985137, 0.1000228, 0.1000228, 0.1000228]","[0.5999649, 0.10000991, 0.10000991, 0.10000762, 0.10000762]"
OWvkr5_esnw-30,"[0.10025217, 0.100009926, 0.10025214, 0.100252144, 0.5992336]","[0.10000563, 0.10000591, 0.10000918, 0.10000697, 0.5999723]"
OWvkr5_esnw-31,"[0.10002283, 0.59988725, 0.10003356, 0.10002283, 0.10003356]","[0.100001596, 0.59999305, 0.10000222, 0.10000136, 0.10000179]"
OWvkr5_esnw-32,"[0.10005663, 0.10003258, 0.1000269, 0.10002688, 0.59985703]","[0.10000632, 0.1000074, 0.59997445, 0.10000706, 0.100004815]"
OWvkr5_esnw-33,"[0.59978396, 0.10005685, 0.10005686, 0.100034334, 0.10006801]","[0.1000181, 0.1000134, 0.10001587, 0.5999246, 0.100027956]"
OWvkr5_esnw-34,"[0.5998485, 0.10007112, 0.10002284, 0.10002284, 0.10003466]","[0.10002292, 0.10002054, 0.5999309, 0.10001447, 0.100011185]"
OWvkr5_esnw-35,"[0.5998895, 0.10003315, 0.10002292, 0.10002885, 0.10002555]","[0.5999894, 0.10000259, 0.10000249, 0.100002766, 0.10000274]"
OWvkr5_esnw-36,"[0.100007385, 0.10001503, 0.10001503, 0.5999475, 0.10001503]","[0.100034274, 0.5998772, 0.10003052, 0.10002751, 0.10003052]"
OWvkr5_esnw-37,"[0.10001729, 0.100022815, 0.10002282, 0.10003354, 0.5999035]","[0.5999218, 0.1000206, 0.10001352, 0.10001958, 0.10002451]"
OWvkr5_esnw-38,"[0.5997319, 0.10010362, 0.100037724, 0.10010387, 0.10002286]","[0.59997404, 0.10000741, 0.10000485, 0.100005746, 0.100007966]"
OWvkr5_esnw-39,"[0.10002281, 0.10002281, 0.59987825, 0.10006224, 0.10001383]","[0.100051165, 0.10005118, 0.59976745, 0.100051165, 0.100079015]"
OWvkr5_esnw-40,"[0.10001331, 0.10002019, 0.10004132, 0.10001331, 0.59991187]","[0.10006288, 0.100017294, 0.100033544, 0.10002282, 0.59986347]"
OWvkr5_esnw-41,"[0.10002285, 0.10002973, 0.5998752, 0.10004252, 0.10002973]","[0.100015394, 0.100015394, 0.10003017, 0.5999162, 0.10002285]"
OWvkr5_esnw-42,"[0.100145176, 0.10005271, 0.5996249, 0.10014528, 0.10003191]","[0.5998296, 0.100046575, 0.10004659, 0.10004659, 0.100030676]"
OWvkr5_esnw-43,"[0.10008721, 0.10002473, 0.5997762, 0.100087106, 0.10002472]","[0.10002631, 0.100024134, 0.59990126, 0.100019366, 0.10002892]"
65pDfDrdOqQ-1,"[0.10001562, 0.59994274, 0.10001039, 0.10001562, 0.10001562]","[0.100023076, 0.10001745, 0.5999133, 0.100023076, 0.100023076]"
65pDfDrdOqQ-2,"[0.10001845, 0.100009926, 0.10001845, 0.100009926, 0.5999433]","[0.100015365, 0.100014314, 0.59994036, 0.10001659, 0.1000134]"
65pDfDrdOqQ-3,"[0.100033544, 0.10002282, 0.5999035, 0.10002282, 0.10001729]","[0.10000508, 0.5999808, 0.100004524, 0.10000508, 0.100004524]"
65pDfDrdOqQ-4,"[0.10001228, 0.10001597, 0.59993297, 0.100015976, 0.10002282]","[0.10001331, 0.59995586, 0.100011416, 0.10001142, 0.100008]"
65pDfDrdOqQ-5,"[0.100037694, 0.10010318, 0.5997329, 0.100022845, 0.10010342]","[0.5999794, 0.10000475, 0.10000524, 0.10000594, 0.10000469]"
65pDfDrdOqQ-6,"[0.100022815, 0.100022815, 0.5999204, 0.100011215, 0.100022815]","[0.10003086, 0.5998741, 0.100047074, 0.10003084, 0.10001715]"
65pDfDrdOqQ-7,"[0.59994227, 0.10000841, 0.10001212, 0.10002172, 0.100015536]","[0.5999918, 0.10000199, 0.1000022, 0.10000245, 0.1000015]"
65pDfDrdOqQ-8,"[0.10012221, 0.5997206, 0.10012216, 0.10002282, 0.100012206]","[0.10003482, 0.100031585, 0.10005923, 0.59982395, 0.100050405]"
65pDfDrdOqQ-9,"[0.1002295, 0.10004271, 0.5992688, 0.10022949, 0.10022949]","[0.599975, 0.100004606, 0.10000934, 0.100005545, 0.100005545]"
65pDfDrdOqQ-10,"[0.10002286, 0.599907, 0.10001936, 0.10002792, 0.10002286]","[0.5999833, 0.10000361, 0.10000386, 0.10000481, 0.10000451]"
65pDfDrdOqQ-11,"[0.100018114, 0.10002291, 0.10002023, 0.10001811, 0.5999207]","[0.10002644, 0.1000306, 0.10003186, 0.10002332, 0.5998878]"
65pDfDrdOqQ-12,"[0.10002968, 0.59987557, 0.100042276, 0.10002968, 0.10002281]","[0.100001164, 0.100001276, 0.10000127, 0.59999424, 0.10000203]"
65pDfDrdOqQ-13,"[0.5998852, 0.10002289, 0.10001968, 0.10004486, 0.10002734]","[0.59989536, 0.10002106, 0.10002752, 0.10003261, 0.100023486]"
65pDfDrdOqQ-14,"[0.5998514, 0.10000992, 0.100060716, 0.10006068, 0.10001729]","[0.10002811, 0.59987646, 0.10002508, 0.10003197, 0.100038394]"
65pDfDrdOqQ-15,"[0.10028319, 0.100022845, 0.10028312, 0.59912765, 0.1002832]","[0.10002302, 0.10001268, 0.10001428, 0.5999319, 0.100018084]"
65pDfDrdOqQ-16,"[0.59978026, 0.10002287, 0.10008337, 0.100030184, 0.10008334]","[0.5999618, 0.10000845, 0.100012824, 0.10000845, 0.10000845]"
65pDfDrdOqQ-17,"[0.10001729, 0.10006066, 0.10000992, 0.10006075, 0.59985137]","[0.5999057, 0.1000267, 0.10002315, 0.100023165, 0.10002129]"
65pDfDrdOqQ-18,"[0.5998826, 0.100029334, 0.100029364, 0.10002934, 0.10002934]","[0.1000172, 0.5999248, 0.10001509, 0.10001898, 0.10002395]"
65pDfDrdOqQ-19,"[0.10002287, 0.100014426, 0.100019135, 0.100022875, 0.5999207]","[0.59999764, 0.100000486, 0.1000006, 0.10000054, 0.100000694]"
65pDfDrdOqQ-20,"[0.100017294, 0.10003355, 0.59988207, 0.10003355, 0.10003355]","[0.5999426, 0.100013494, 0.10001208, 0.10001275, 0.100019105]"
65pDfDrdOqQ-21,"[0.59975046, 0.100080125, 0.10000916, 0.10008007, 0.10008019]","[0.1000106, 0.100007914, 0.10000791, 0.59995663, 0.10001689]"
65pDfDrdOqQ-22,"[0.10002393, 0.599895, 0.100023925, 0.10001233, 0.10004482]","[0.10000901, 0.5999691, 0.10000669, 0.10000967, 0.10000556]"
65pDfDrdOqQ-23,"[0.10002903, 0.10002904, 0.10002903, 0.10002905, 0.59988385]","[0.1000338, 0.10003378, 0.10002918, 0.10002917, 0.599874]"
65pDfDrdOqQ-24,"[0.100017995, 0.10003119, 0.100009754, 0.10002283, 0.5999182]","[0.5999801, 0.10000465, 0.100005545, 0.100003585, 0.100006126]"
65pDfDrdOqQ-25,"[0.5998755, 0.10003969, 0.10003969, 0.10002903, 0.10001609]","[0.100026615, 0.59988946, 0.10002887, 0.10003478, 0.10002028]"
