index,question,answer
noF_RWMI6Dg-41,"[0.00039572828, 0.00032088044, 0.00034144058, 0.0003111068, 0.0002887739, 0.00034640386, 0.00032772557, 0.00036490828, 0.0003528324, 0.00035380133, 0.21882464, 0.00033764137, 0.00036409512, 0.0002819218, 0.0006124957, 0.0002752732, 0.00037731993, 0.51025957, 0.12216387, 0.00032824712, 0.00035127962, 0.00028892825, 0.13982041, 0.0004236432, 0.00029831775, 0.00029109253, 0.00031972348, 0.00034392098, 0.00028097729, 0.0003530573]","[0.00010385119, 8.420883e-05, 8.960444e-05, 8.164393e-05, 7.578309e-05, 9.090696e-05, 0.014441906, 9.5763084e-05, 9.2594e-05, 9.284828e-05, 0.51309335, 8.860741e-05, 9.554968e-05, 7.398489e-05, 0.00016073757, 7.2240095e-05, 9.9020275e-05, 0.00014883399, 9.007496e-05, 8.614207e-05, 0.1099313, 7.58236e-05, 0.00010761142, 0.36013237, 7.8287696e-05, 7.6391574e-05, 8.390521e-05, 9.025537e-05, 7.373702e-05, 9.265302e-05]"
noF_RWMI6Dg-42,"[0.0005118203, 0.00041501486, 0.00044160656, 0.00040237402, 0.00037348946, 0.0004480259, 0.0004238681, 0.00047195886, 0.00045634035, 0.00045759353, 0.06674236, 0.00043669285, 0.05033835, 0.0003646272, 0.0007921792, 0.00035602815, 0.7810711, 0.0007335136, 0.0004439255, 0.00042454264, 0.00045433204, 0.00037368908, 0.00053035223, 0.09009546, 0.00038583315, 0.0003764883, 0.00041351852, 0.00044481465, 0.0003634056, 0.0004566312]","[7.333994e-05, 5.946846e-05, 6.327885e-05, 5.7657122e-05, 5.3518186e-05, 6.419869e-05, 6.073706e-05, 6.76281e-05, 6.5390086e-05, 6.556966e-05, 0.20275462, 0.14087103, 0.0428339, 5.224829e-05, 0.27502823, 5.101611e-05, 6.9928334e-05, 0.0001051069, 6.3611136e-05, 6.0833718e-05, 6.5102315e-05, 5.354679e-05, 7.599542e-05, 0.33693433, 5.5286942e-05, 5.3947897e-05, 5.9254042e-05, 6.3738546e-05, 5.2073246e-05, 6.543176e-05]"
noF_RWMI6Dg-43,"[0.00065470836, 0.00053087715, 0.0005648926, 0.00051470724, 0.00047775885, 0.0005731041, 0.000542202, 0.0006037185, 0.0005837397, 0.00058534276, 0.0007475145, 0.0005586071, 0.0006023732, 0.00046642244, 0.12323056, 0.0004554227, 0.46180522, 0.3998313, 0.0005678589, 0.00054306485, 0.0005811707, 0.00047801418, 0.00067841396, 0.0007008919, 0.0004935486, 0.00048159485, 0.00052896305, 0.00056899636, 0.0004648598, 0.0005841118]","[0.6951203, 0.00015894251, 0.00016912661, 0.23527129, 0.0001430391, 0.0001715851, 0.00016233313, 0.00018075094, 0.00017476936, 0.0001752493, 0.00022380288, 0.00016724475, 0.00018034814, 0.00013964502, 0.00030338904, 0.00013635175, 0.06484352, 0.00028092126, 0.00017001471, 0.00016259146, 0.00017400022, 0.00014311555, 0.00020311444, 0.00020984425, 0.00014776649, 0.0001441876, 0.00015836944, 0.00017035524, 0.00013917718, 0.00017488076]"
noF_RWMI6Dg-44,"[0.00043886775, 0.0003558605, 0.00037866196, 0.00034502143, 0.00032025395, 0.0003841663, 0.00036345187, 0.00040468798, 0.00039129565, 0.00039237022, 0.0005010781, 0.0003744486, 0.00040378614, 0.024464067, 0.0006792656, 0.0003052815, 0.19356874, 0.28831738, 0.00038065037, 0.00036403025, 0.17924482, 0.00032042514, 0.0004547582, 0.00046982575, 0.00033083823, 0.00032282533, 0.3046386, 0.0003814128, 0.0003116074, 0.00039154507]","[0.0011302314, 0.00091646, 0.00097518135, 0.0008885457, 0.0008247612, 0.0009893569, 0.0009360102, 0.001042207, 0.0010077173, 0.0010104846, 0.0012904438, 0.00096433057, 0.0010398845, 0.000805191, 0.0017493364, 0.0007862021, 0.0010776557, 0.0016197874, 0.0009803022, 0.0009374998, 0.0010032825, 0.00082520203, 0.0011711547, 0.0012099587, 0.00085201924, 0.0008313834, 0.97034234, 0.0009822657, 0.0008024934, 0.0010083596]"
noF_RWMI6Dg-45,"[0.00048502663, 0.00039328894, 0.00041848858, 0.0003813098, 0.0003539374, 0.00042457186, 0.0004016787, 0.00044725192, 0.00043245102, 0.0004336386, 0.00055378006, 0.00041383205, 0.00044625523, 0.00034553904, 0.0007507088, 0.00033739014, 0.00046246432, 0.0006951143, 0.0004206861, 0.00040231794, 0.08478619, 0.00035412653, 0.6438987, 0.0005192407, 0.00036563486, 0.0003567792, 0.25952095, 0.0004215287, 0.0003443814, 0.00043272667]","[0.0003954606, 0.00032066338, 0.0003412096, 0.00031089637, 0.00028857857, 0.00034616955, 0.0003275039, 0.00036466145, 0.00035259372, 0.000353562, 0.0004515179, 0.000337413, 0.00036384884, 0.0002817311, 0.14775127, 0.000275087, 0.28195804, 0.0005667531, 0.00034300136, 0.00032802508, 0.00035104202, 0.00028873282, 0.0004097794, 0.56100667, 0.00029811598, 0.00029089564, 0.00031950723, 0.00034368836, 0.0002807872, 0.0003528185]"
noF_RWMI6Dg-46,"[0.0010080381, 0.0008173783, 0.0008697511, 0.00079248194, 0.0007355934, 0.00088239403, 0.00083481485, 0.00092953036, 0.0008987694, 0.00090123765, 0.0011509294, 0.00086007337, 0.000927459, 0.000718139, 0.0015602094, 0.000701203, 0.6727845, 0.30235556, 0.00087431824, 0.0008361434, 0.0008948141, 0.0007359865, 0.0010445369, 0.0010791457, 0.00075990445, 0.0007414996, 0.0008144312, 0.0008760694, 0.00071573304, 0.00089934235]","[0.0001751634, 0.00014203308, 0.00015113372, 0.00013770691, 0.0001278216, 0.00015333065, 0.00014506298, 0.00016152137, 0.00015617615, 0.00015660503, 0.00019999314, 0.00014945207, 0.00016116143, 0.0001247886, 0.00027111234, 0.00012184569, 0.0001670152, 0.00025103486, 0.00015192735, 0.08148612, 0.00015548884, 0.0001278899, 0.9141028, 0.00018751953, 0.00013204604, 0.0001288479, 0.00014152097, 0.00015223165, 0.00012437052, 0.0001562757]"
noF_RWMI6Dg-47,"[0.0036073357, 0.002925046, 0.3077765, 0.0028359527, 0.002632373, 0.0031577097, 0.0029874442, 0.0033263902, 0.0032163102, 0.0032251426, 0.0041186824, 0.0030778334, 0.0033189775, 0.0025699113, 0.00558332, 0.0025093046, 0.0034395307, 0.0051698415, 0.0031288099, 0.0029921983, 0.0032021555, 0.0026337798, 0.0037379495, 0.0038617994, 0.60048294, 0.0026535087, 0.0029144997, 0.0031350765, 0.0025613012, 0.0032183602]","[0.000243835, 0.00019771617, 0.00021038466, 0.00019169397, 0.00017793317, 0.00021344288, 0.00020193392, 0.00022484471, 0.00021740393, 0.00021800096, 0.00027839906, 0.25923455, 0.00022434366, 0.00017371112, 0.00037740008, 0.00016961445, 0.00023249236, 0.00034945132, 0.00021148942, 0.00020225528, 0.00021644717, 0.00017802826, 0.00025266374, 0.00026103528, 0.734562, 0.00017936181, 0.00019700329, 0.00021191301, 0.00017312913, 0.0002175425]"
noF_RWMI6Dg-48,"[0.00260137, 0.3822599, 0.13363107, 0.0020451, 0.0018982919, 0.0022771296, 0.0021543456, 0.0023987708, 0.0023193883, 0.0023257579, 0.0029701192, 0.0022195284, 0.0023934254, 0.0018532487, 0.004026318, 0.0018095431, 0.0024803604, 0.003728145, 0.0022562891, 0.002157774, 0.002309181, 0.0018993064, 0.00269556, 0.0027848724, 0.42006123, 0.0019135337, 0.002101743, 0.0022608081, 0.0018470398, 0.0023208668]","[0.00046064923, 0.00037352226, 0.00039745535, 0.00036214522, 0.0003361485, 0.0004032329, 0.00038149036, 0.00042477305, 0.00041071608, 0.32611993, 0.00052594714, 0.58507806, 0.00042382648, 0.0003281723, 0.00071297825, 0.00032043294, 0.0004392209, 0.0006601779, 0.00039954245, 0.077529155, 0.00040890856, 0.00033632817, 0.00047732834, 0.0004931437, 0.0003472581, 0.00033884752, 0.0003721755, 0.00040034272, 0.0003270728, 0.00041097787]"
o7EWuiNkFuQ-1,"[0.00486003, 0.0039408063, 0.00419331, 0.0038207741, 0.0035464987, 0.87279856, 0.004024873, 0.004481523, 0.0043332158, 0.0043451157, 0.005548949, 0.0041466514, 0.004471536, 0.0034623465, 0.0075222007, 0.0033806933, 0.004633953, 0.0069651366, 0.00421533, 0.004031278, 0.004314146, 0.0035483942, 0.0050360016, 0.0052028596, 0.0036637092, 0.0035749744, 0.0039265975, 0.004223773, 0.0034507466, 0.0043359776]","[0.0004689058, 0.00038021719, 0.00040457927, 0.00036863622, 0.00034217356, 0.00041046037, 0.0003883281, 0.00043238662, 0.00041807766, 0.00041922578, 0.17451906, 0.08076523, 0.21258968, 0.00033405438, 0.0007257575, 0.00032617632, 0.0004470934, 0.3309256, 0.00040670377, 0.0003889461, 0.00041623774, 0.00034235645, 0.00048588388, 0.0005019827, 0.00035348226, 0.00034492093, 0.0003788463, 0.050776515, 0.0003329352, 0.14060554]"
o7EWuiNkFuQ-2,"[0.23646586, 0.32019797, 0.00044955785, 0.0004096189, 0.00038021427, 0.00045609276, 0.0004315, 0.00048045663, 0.00046455688, 0.00046583265, 0.0005948936, 0.00044455563, 0.00047938596, 0.024640385, 0.0008064427, 0.00036243853, 0.0004967984, 0.34034416, 0.00045191855, 0.00043218667, 0.00046251246, 0.00038041748, 0.0005399014, 0.00055779, 0.0003927802, 0.0003832671, 0.00042096403, 0.06677271, 0.00036994883, 0.00046485302]","[8.2117265e-05, 0.8379181, 7.085207e-05, 6.455753e-05, 5.9923244e-05, 7.1881994e-05, 6.800608e-05, 7.572183e-05, 7.3215975e-05, 7.341704e-05, 9.3757546e-05, 7.0063696e-05, 7.555309e-05, 5.850137e-05, 0.0001270985, 5.712172e-05, 7.829736e-05, 0.00011768609, 7.1224116e-05, 0.14825705, 7.289376e-05, 5.9955273e-05, 8.5090556e-05, 8.790987e-05, 6.190369e-05, 6.040438e-05, 6.634557e-05, 7.1366776e-05, 5.8305373e-05, 0.011811672]"
o7EWuiNkFuQ-3,"[0.0008353243, 0.00067733147, 0.00072073087, 0.00065670075, 0.0006095593, 0.105461895, 0.00069178053, 0.00077026774, 0.0007447773, 0.11120438, 0.03889629, 0.0007127113, 0.00076855125, 0.00059509545, 0.0012928884, 0.00058106123, 0.0007964669, 0.5421946, 0.12796988, 0.0006928814, 0.00074149965, 0.0006098851, 0.0008655696, 0.00089424854, 0.00062970497, 0.0006144536, 0.05670713, 0.00072596665, 0.0005931017, 0.00074525207]","[0.00028375894, 0.00023008892, 0.00024483167, 0.00022308069, 0.00020706677, 0.00024839063, 0.00023499726, 0.00026165933, 0.00025300024, 0.000253695, 0.00032398233, 0.00024210743, 0.00026107623, 0.00020215343, 0.4600328, 0.00019738602, 0.00027055913, 0.0004066682, 0.08123115, 0.00023537123, 0.0002518868, 0.13313295, 0.00029403323, 0.00030377548, 0.00021391024, 0.00020872935, 0.00022925933, 0.31906703, 0.00020147616, 0.0002531615]"
o7EWuiNkFuQ-4,"[0.00082922366, 0.00067238475, 0.2607141, 0.0006519047, 0.0006051075, 0.23858534, 0.0006867283, 0.10311081, 0.00073933805, 0.0007413684, 0.0009467677, 0.0007075062, 0.00076293835, 0.0005907493, 0.0012834461, 0.0005768176, 0.00079065014, 0.0011883993, 0.33502904, 0.0006878211, 0.0007360843, 0.0006054309, 0.0008592481, 0.00088771764, 0.0006251061, 0.04366671, 0.0006699604, 0.00072066474, 0.00058877014, 0.0007398093]","[0.9129348, 0.085329115, 5.935511e-05, 5.4081967e-05, 5.0199676e-05, 6.0217913e-05, 5.697093e-05, 6.343467e-05, 6.1335435e-05, 6.150387e-05, 7.854379e-05, 5.8694666e-05, 6.3293315e-05, 4.9008526e-05, 0.0001064746, 4.785275e-05, 6.559228e-05, 9.858952e-05, 5.966679e-05, 5.7061592e-05, 6.1065504e-05, 5.022651e-05, 7.128316e-05, 7.3644995e-05, 5.185876e-05, 5.0602743e-05, 5.557987e-05, 5.97863e-05, 4.8844333e-05, 6.137453e-05]"
o7EWuiNkFuQ-5,"[0.06290954, 0.0005069275, 0.0005394085, 0.0004914871, 0.00045620557, 0.26195222, 0.0005177415, 0.0005764828, 0.0005574053, 0.000558936, 0.00071379164, 0.00053340645, 0.00057519815, 0.00044538057, 0.2120562, 0.0004348771, 0.00059609074, 0.4492082, 0.000542241, 0.0005185654, 0.0005549522, 0.00045644937, 0.0006478084, 0.0006692723, 0.00047128298, 0.00045986852, 0.0005050998, 0.000543327, 0.00044388842, 0.0005577606]","[0.10604428, 8.418196e-05, 8.957584e-05, 0.28529558, 7.575891e-05, 9.087794e-05, 0.117039524, 9.573252e-05, 9.256445e-05, 9.281865e-05, 0.00011853445, 8.857913e-05, 9.5519186e-05, 7.396128e-05, 0.48253545, 7.221704e-05, 9.8988676e-05, 0.0001487865, 9.004621e-05, 8.6114575e-05, 9.215708e-05, 7.57994e-05, 0.00010757708, 0.00011114144, 7.826271e-05, 7.636719e-05, 0.0067930412, 9.022657e-05, 7.371349e-05, 9.262345e-05]"
o7EWuiNkFuQ-6,"[0.00067021407, 0.0005434501, 0.00057827117, 0.00052689726, 0.0004890738, 0.0005866771, 0.00055504317, 0.29974133, 0.0005975646, 0.073010914, 0.00076521817, 0.0005718368, 0.0006166394, 0.0004774689, 0.0010373361, 0.00046620867, 0.00063903723, 0.48067883, 0.00058130774, 0.13117445, 0.00059493486, 0.00048933516, 0.0006944811, 0.0007174914, 0.0005052375, 0.00049300067, 0.0005414907, 0.0005824721, 0.00047586925, 0.00059794553]","[0.22710814, 0.18908612, 3.789983e-05, 3.4532786e-05, 3.2053842e-05, 3.845075e-05, 3.6377467e-05, 0.25608832, 3.916432e-05, 0.15537831, 0.039477274, 3.747812e-05, 4.0414478e-05, 3.1293257e-05, 6.798689e-05, 3.0555264e-05, 4.188243e-05, 6.295205e-05, 3.8098846e-05, 0.024551453, 3.8991962e-05, 3.2070973e-05, 4.551621e-05, 0.10741516, 3.3113207e-05, 3.2311207e-05, 3.5489236e-05, 3.8175156e-05, 3.1188418e-05, 3.9189283e-05]"
o7EWuiNkFuQ-7,"[0.0010904557, 0.00088420743, 0.34342673, 0.00085727556, 0.00079573574, 0.00095453893, 0.0009030697, 0.0010055291, 0.1164063, 0.00097492314, 0.0012450299, 0.00093039335, 0.0010032883, 0.0007768543, 0.0016877727, 0.040933333, 0.0010397303, 0.37472716, 0.00094580284, 0.0009045068, 0.0009679744, 0.00079616107, 0.0011299388, 0.0011673771, 0.10006795, 0.00080212485, 0.0008810194, 0.0009476972, 0.00077425165, 0.0009728729]","[0.00013215886, 0.0001071624, 0.15846157, 0.00010389836, 9.643998e-05, 0.00011568629, 0.00010944842, 0.0001218661, 0.00011783319, 0.00011815678, 0.00015089262, 0.18966053, 0.00012159452, 9.415163e-05, 0.106782176, 9.193123e-05, 0.21127318, 0.00018940303, 0.00011462751, 0.0001096226, 0.00011731462, 9.649152e-05, 0.067206934, 0.24187309, 9.962729e-05, 9.721432e-05, 0.022110425, 0.0001148571, 9.383619e-05, 0.0001179083]"
o7EWuiNkFuQ-8,"[0.0012301278, 0.000997462, 0.0010613735, 0.0009670805, 0.00089765835, 0.0010768019, 0.0010187402, 0.0011343233, 0.0010967852, 0.0010997971, 0.18965535, 0.0010495636, 0.0011317955, 0.0008763584, 0.0019039527, 0.0008556911, 0.7796492, 0.0017629536, 0.0010669469, 0.0010203614, 0.0010919584, 0.0008981381, 0.001274668, 0.0013169018, 0.0009273256, 0.0009048658, 0.0009938655, 0.0010690839, 0.00087342237, 0.0010974843]","[8.169328e-05, 6.624185e-05, 7.048624e-05, 6.42242e-05, 5.961385e-05, 7.151085e-05, 6.7654946e-05, 7.533086e-05, 7.2837945e-05, 7.303797e-05, 0.2993652, 6.970194e-05, 7.516299e-05, 5.8199315e-05, 0.00012644226, 5.682679e-05, 0.29529914, 0.00011707845, 7.0856375e-05, 6.776261e-05, 7.2517396e-05, 5.964571e-05, 0.09837651, 0.30509275, 6.158406e-05, 6.00925e-05, 6.600301e-05, 7.099829e-05, 5.800433e-05, 7.288437e-05]"
o7EWuiNkFuQ-9,"[0.00049332663, 0.00040001905, 0.00042564992, 0.00038783497, 0.0003599941, 0.0004318373, 0.0004085524, 0.00045490547, 0.0004398513, 0.0004410592, 0.16636902, 0.00042091374, 0.00045389176, 0.06552571, 0.0007635553, 0.0003431637, 0.14470589, 0.048957564, 0.38295582, 0.00040920256, 0.0004379156, 0.0003601865, 0.10358596, 0.0005281262, 0.00037189177, 0.00036288457, 0.00039857675, 0.0004287421, 0.07793782, 0.00044013167]","[0.00020919669, 0.00016962933, 0.00018049819, 0.00016446263, 0.00015265663, 0.00018312197, 0.00017324793, 0.00019290409, 0.00018652032, 0.10983908, 0.00023885073, 0.00017848979, 0.00019247422, 0.00014903434, 0.000323788, 0.00014551965, 0.12198633, 0.00029980956, 0.000181446, 0.00017352363, 0.00018569948, 0.00015273823, 0.6389409, 0.12440251, 0.00015770187, 0.00015388234, 0.00016901773, 0.00018180943, 0.00014853504, 0.00018663921]"
o7EWuiNkFuQ-10,"[0.16088146, 0.0013539274, 0.0014406792, 0.0013126885, 0.0012184567, 0.0014616214, 0.00138281, 0.35961494, 0.001488746, 0.0014928343, 0.0019064306, 0.0014246488, 0.001536268, 0.0011895448, 0.0025843729, 0.0011614916, 0.001592069, 0.34791833, 0.0014482443, 0.0013850105, 0.0014821942, 0.0012191079, 0.0017301993, 0.0017875262, 0.0012587262, 0.09325223, 0.0013490458, 0.001451145, 0.0011855594, 0.0014896949]","[0.0048601893, 0.0039409352, 0.0041934475, 0.0038208992, 0.003546615, 0.004254405, 0.004025005, 0.004481669, 0.0043333573, 0.0043452578, 0.00554913, 0.004146787, 0.004471682, 0.0034624597, 0.0075224466, 0.0033808039, 0.87317413, 0.0069653643, 0.0042154677, 0.00403141, 0.004314287, 0.0035485104, 0.005036166, 0.00520303, 0.003663829, 0.0035750913, 0.003926726, 0.004223911, 0.0034508596, 0.0043361196]"
o7EWuiNkFuQ-11,"[0.0005248601, 0.0004255883, 0.1549305, 0.0004126254, 0.00038300495, 0.0004594404, 0.0004346671, 0.00048398308, 0.00046796663, 0.00046925177, 0.00059926, 0.00044781857, 0.00048290455, 0.0003739169, 0.26537624, 0.00036509876, 0.27956107, 0.26519167, 0.0004552355, 0.00043535882, 0.0004659072, 0.00038320967, 0.023805689, 0.000561884, 0.0003956631, 0.00038608018, 0.0004240538, 0.00045614733, 0.0003726642, 0.00046826492]","[0.00023208918, 0.00018819195, 0.00020025017, 0.00018245984, 0.00016936191, 0.00020316108, 0.00019220651, 0.00021401366, 0.07280342, 0.00020749959, 0.00026498825, 0.000198022, 0.00021353675, 0.00016534324, 0.38171014, 0.00016144392, 0.32703713, 0.10612159, 0.10737147, 0.0001925124, 0.00020602065, 0.00016945243, 0.00024049262, 0.00024846088, 0.00017495925, 0.00017072175, 0.0001875134, 0.00020170491, 0.0001647893, 0.00020706322]"
o7EWuiNkFuQ-12,"[0.0028675934, 0.0023252182, 0.0024742044, 0.0022543948, 0.0020925624, 0.0025101705, 0.0023748206, 0.0026442602, 0.0025567538, 0.002563775, 0.00327408, 0.002446674, 0.0026383677, 0.0020429094, 0.00443837, 0.0019947311, 0.0027341996, 0.53006953, 0.0024871968, 0.22654746, 0.002545502, 0.002093681, 0.0029714229, 0.0030698753, 0.0021617208, 0.17441706, 0.0023168344, 0.0024921785, 0.002036065, 0.0025583836]","[0.1060788, 7.221799e-05, 7.684529e-05, 7.0018315e-05, 6.4992026e-05, 0.0065324116, 7.3758565e-05, 8.2126986e-05, 7.9409154e-05, 7.962723e-05, 0.000101688296, 0.13900004, 8.194397e-05, 6.344988e-05, 0.41150478, 6.195353e-05, 8.492037e-05, 0.00012764092, 7.724881e-05, 0.26350743, 0.007832677, 6.502676e-05, 9.228819e-05, 9.534598e-05, 6.713999e-05, 6.5513865e-05, 7.19576e-05, 7.7403536e-05, 6.3237305e-05, 0.06374814]"
o7EWuiNkFuQ-13,"[0.002034743, 0.0016498929, 0.0017556084, 0.0015996391, 0.10398533, 0.0017811283, 0.001685089, 0.0018762739, 0.0018141824, 0.0018191645, 0.0023231718, 0.0017360738, 0.0018720927, 0.0014495766, 0.003149311, 0.001415391, 0.0019400916, 0.8453792, 0.0017648272, 0.0016877706, 0.0018061985, 0.0014856021, 0.0021084168, 0.0021782753, 0.0015338808, 0.0014967304, 0.0016439441, 0.001768362, 0.0014447201, 0.0018153387]","[0.00026712602, 0.00021660194, 0.00023048051, 0.0002100045, 0.00019492926, 0.00023383085, 0.00022122257, 0.993021, 0.00023817027, 0.00023882433, 0.00030499164, 0.00022791597, 0.00024577288, 0.00019030392, 0.0004134492, 0.00018581595, 0.00025469993, 0.0003828308, 0.00023169079, 0.00022157462, 0.00023712212, 0.00019503344, 0.00027679806, 0.00028596926, 0.0002013716, 0.0001964944, 0.00021582097, 0.00023215485, 0.00018966636, 0.00023832209]"
o7EWuiNkFuQ-14,"[0.0008051689, 0.24762349, 0.23417391, 0.0006329937, 0.00058755407, 0.09801577, 0.0006668071, 0.23247786, 0.00071789074, 0.0007198622, 0.0009193031, 0.0006869823, 0.00074080646, 0.0005736124, 0.0012462148, 0.0005600848, 0.0007677143, 0.10637057, 0.0006983604, 0.00066786824, 0.0007147314, 0.0005878681, 0.00083432236, 0.00086196605, 0.0006069725, 0.0005922717, 0.0006505257, 0.0006997591, 0.0005716907, 0.064227104]","[0.10906596, 0.3299109, 8.227013e-05, 0.13331942, 6.958009e-05, 8.346604e-05, 0.072361335, 8.792468e-05, 8.501499e-05, 0.0503041, 0.063406445, 8.1354716e-05, 8.7728746e-05, 6.7929075e-05, 0.00014758088, 6.632709e-05, 9.0915266e-05, 0.00013665164, 8.270214e-05, 7.9091165e-05, 8.464085e-05, 6.961728e-05, 9.8803204e-05, 0.00010207686, 7.187969e-05, 7.013877e-05, 7.7037395e-05, 0.18350624, 6.77015e-05, 0.056235187]"
o7EWuiNkFuQ-15,"[0.000476367, 0.00038626717, 0.0004110169, 0.00037450192, 0.0003476182, 0.00041699156, 0.00039450714, 0.0004392667, 0.00042473007, 0.00042589643, 0.0005438929, 0.00040644352, 0.00043828783, 0.0003393698, 0.0007373057, 0.0003313664, 0.5037272, 0.41374725, 0.0004131752, 0.00039513496, 0.00042286087, 0.000347804, 0.0004936152, 0.0005099702, 0.00035910684, 0.00035040927, 0.07116241, 0.00041400274, 0.0003382328, 0.0004250008]","[0.00015742383, 0.00012764876, 0.00013582774, 0.7448033, 0.00011487653, 0.00013780218, 0.0001303718, 0.00014516339, 0.0001403595, 0.00014074495, 0.00017973896, 0.00013431639, 0.0001448399, 0.00011215071, 0.00024365561, 0.00010950584, 0.00015010084, 0.00022561144, 0.00013654098, 0.00013057928, 0.0001397418, 0.00011493793, 0.17974994, 0.0001685286, 0.00011867315, 0.000115798895, 0.07160279, 0.00013681447, 0.00011177497, 0.00014044896]"
o7EWuiNkFuQ-16,"[0.09473724, 0.0003561702, 0.0003789915, 0.0003453217, 0.00032053268, 0.00038450063, 0.00036376814, 0.00040504016, 0.00039163616, 0.18481745, 0.0005015141, 0.00037477448, 0.00040413754, 0.017792951, 0.0006798567, 0.00030554718, 0.11625824, 0.5425512, 0.00038098163, 0.00036434704, 0.00038991263, 0.00032070398, 0.00045515396, 0.0004702346, 0.034486264, 0.00032310627, 0.00035488603, 0.0003817447, 0.00031187857, 0.0003918858]","[0.04178213, 0.00011029678, 0.00011736395, 0.065148704, 9.9260746e-05, 0.000119069984, 0.000112649665, 0.00012543054, 0.00012127968, 0.49178085, 0.00015530607, 0.00011605804, 0.00012515103, 9.690546e-05, 0.00021053418, 9.462012e-05, 0.00012969683, 0.00019494287, 0.00011798024, 0.13398194, 0.00012074594, 9.9313795e-05, 0.0001409495, 0.20137538, 0.00010254127, 0.00010005773, 0.0001098991, 0.00011821654, 9.65808e-05, 0.06299614]"
o7EWuiNkFuQ-17,"[0.00058656844, 0.0004756252, 0.14188723, 0.00046113823, 0.00042803527, 0.0005134573, 0.0004857714, 0.0005408855, 0.000522986, 0.33883807, 0.00066971564, 0.0005004691, 0.0005396802, 0.00041787873, 0.00090787205, 0.00040802383, 0.00055928266, 0.38993272, 0.00050875806, 0.00048654445, 0.0005206844, 0.00042826403, 0.00060780684, 0.00062794535, 0.00044218166, 0.00043147206, 0.11582137, 0.00050977705, 0.00041647872, 0.00052331935]","[0.00013277901, 0.000107665255, 0.00011456381, 0.0001043859, 9.689252e-05, 0.000116229145, 0.000109962006, 0.00012243795, 0.00011838612, 0.00011871123, 0.00015160069, 0.00011328906, 0.0001221651, 9.459343e-05, 0.00020551114, 9.236262e-05, 0.00012660243, 0.0001902918, 0.0001151654, 0.000110137, 0.000117865115, 9.694431e-05, 0.9965461, 0.00014214532, 0.00010009479, 9.76705e-05, 0.00010727706, 0.00011539607, 9.427652e-05, 0.000118461576]"
o7EWuiNkFuQ-18,"[0.0010459927, 0.00084815413, 0.0009024989, 0.0008223204, 0.12909897, 0.0009156179, 0.0008662473, 0.10243349, 0.00093260984, 0.000935171, 0.0011942642, 0.0008924568, 0.00096237956, 0.04275079, 0.0016189544, 0.00072760467, 0.0009973355, 0.61071116, 0.000907238, 0.0008676258, 0.00092850556, 0.04308515, 0.0010838659, 0.0011197777, 0.0007885163, 0.0007694185, 0.049208935, 0.0009090552, 0.00074268173, 0.0009332043]","[0.00088115514, 0.0007144939, 0.0007602745, 0.0006927313, 0.39450803, 0.0007713261, 0.0007297357, 0.11156955, 0.00078564027, 0.0007877978, 0.0010060605, 0.0007518149, 0.38547933, 0.000627746, 0.001363824, 0.00061294175, 0.0008401658, 0.058715723, 0.00076426676, 0.000730897, 0.0007821828, 0.030066013, 0.00091305986, 0.00094331236, 0.00066425436, 0.00064816617, 0.00071191776, 0.00076579757, 0.00062564283, 0.000786141]"
o7EWuiNkFuQ-19,"[0.0010502858, 0.00085163524, 0.00090620306, 0.00082569546, 0.00076642266, 0.0009193759, 0.0008698026, 0.0009684877, 0.0009364376, 0.09787447, 0.0011991658, 0.00089611975, 0.0009663295, 0.0007482368, 0.53244406, 0.00073059095, 0.0010014289, 0.10232144, 0.0009109616, 0.00087118684, 0.00093231647, 0.10476052, 0.0010883143, 0.14015208, 0.00079175265, 0.00077257643, 0.0008485646, 0.0009127862, 0.00074572995, 0.0009370345]","[7.825549e-05, 6.345429e-05, 6.7520064e-05, 6.152155e-05, 5.71052e-05, 6.8501555e-05, 6.4807915e-05, 7.2160816e-05, 6.97728e-05, 0.28711283, 8.934836e-05, 6.676877e-05, 7.200001e-05, 5.575019e-05, 0.00012112137, 5.4435426e-05, 7.461523e-05, 0.0001121516, 6.787462e-05, 6.491105e-05, 6.946574e-05, 5.7135723e-05, 8.1088954e-05, 0.55994576, 5.8992508e-05, 5.756371e-05, 6.3225496e-05, 0.15104653, 5.5563414e-05, 6.981728e-05]"
