index,question,answer
eQ91p0tvNP0-3,"[(0, 0.032578375), (1, 0.032221083), (2, 0.031837538), (3, 0.032411743), (4, 0.036761824), (5, 0.033404186), (6, 0.03414076), (7, 0.031767786), (8, 0.032335926), (9, 0.030537207), (10, 0.03618037), (11, 0.03161976), (12, 0.031601965), (13, 0.0358009), (14, 0.03467072), (15, 0.032515004), (16, 0.035285823), (17, 0.036849335), (18, 0.034303125), (19, 0.032088775), (20, 0.03413088), (21, 0.031525705), (22, 0.030649388), (23, 0.037087146), (24, 0.031961277), (25, 0.03310243), (26, 0.032006774), (27, 0.033107243), (28, 0.03343508), (29, 0.034081914)]","[(0, 0.002975759), (1, 0.0029431235), (2, 0.00290809), (3, 0.0029605387), (4, 0.0033578817), (5, 0.00305119), (6, 0.0031184698), (7, 0.0029017187), (8, 0.0029536136), (9, 0.0027893158), (10, 0.003304771), (11, 0.0028881978), (12, 0.0028865722), (13, 0.0032701094), (14, 0.0031668772), (15, 0.002969971), (16, 0.0032230616), (17, 0.0033658752), (18, 0.42066556), (19, 0.49405727), (20, 0.0031175672), (21, 0.0028796066), (22, 0.0027995624), (23, 0.0033875972), (24, 0.0029193924), (25, 0.003023627), (26, 0.002923548), (27, 0.0030240666), (28, 0.0030540118), (29, 0.0031130947)]"
eQ91p0tvNP0-4,"[(0, 0.032578375), (1, 0.032221083), (2, 0.031837538), (3, 0.032411743), (4, 0.036761824), (5, 0.033404186), (6, 0.03414076), (7, 0.031767786), (8, 0.032335926), (9, 0.030537207), (10, 0.03618037), (11, 0.03161976), (12, 0.031601965), (13, 0.0358009), (14, 0.03467072), (15, 0.032515004), (16, 0.035285823), (17, 0.036849335), (18, 0.034303125), (19, 0.032088775), (20, 0.03413088), (21, 0.031525705), (22, 0.030649388), (23, 0.037087146), (24, 0.031961277), (25, 0.03310243), (26, 0.032006774), (27, 0.033107243), (28, 0.03343508), (29, 0.034081914)]","[(0, 0.6304474), (1, 0.0053940313), (2, 0.0053298236), (3, 0.005425949), (4, 0.006154183), (5, 0.005592091), (6, 0.21331492), (7, 0.005318146), (8, 0.005413257), (9, 0.005112139), (10, 0.0060568433), (11, 0.005293366), (12, 0.0052903867), (13, 0.0059933173), (14, 0.005804118), (15, 0.005443236), (16, 0.00590709), (17, 0.0061688325), (18, 0.0057425797), (19, 0.005371882), (20, 0.005713744), (21, 0.00527762), (22, 0.0051309187), (23, 0.006208644), (24, 0.0053505376), (25, 0.0055415747), (26, 0.0053581544), (27, 0.0055423807), (28, 0.005597263), (29, 0.0057055475)]"
eQ91p0tvNP0-5,"[(0, 0.032578375), (1, 0.032221083), (2, 0.031837538), (3, 0.032411743), (4, 0.036761824), (5, 0.033404186), (6, 0.03414076), (7, 0.031767786), (8, 0.032335926), (9, 0.030537207), (10, 0.03618037), (11, 0.03161976), (12, 0.031601965), (13, 0.0358009), (14, 0.03467072), (15, 0.032515004), (16, 0.035285823), (17, 0.036849335), (18, 0.034303125), (19, 0.032088775), (20, 0.03413088), (21, 0.031525705), (22, 0.030649388), (23, 0.037087146), (24, 0.031961277), (25, 0.03310243), (26, 0.032006774), (27, 0.033107243), (28, 0.03343508), (29, 0.034081914)]","[(0, 0.0054531987), (1, 0.0053933924), (2, 0.005329192), (3, 0.005425307), (4, 0.006153454), (5, 0.005591429), (6, 0.0057147215), (7, 0.0053175166), (8, 0.005412616), (9, 0.31056514), (10, 0.006056126), (11, 0.0052927393), (12, 0.00528976), (13, 0.005992607), (14, 0.0058034305), (15, 0.0054425914), (16, 0.0059063905), (17, 0.5333274), (18, 0.0057419), (19, 0.005371246), (20, 0.0057130675), (21, 0.0052769952), (22, 0.005130311), (23, 0.0062079085), (24, 0.0053499043), (25, 0.0055409186), (26, 0.0053575197), (27, 0.005541724), (28, 0.0055966), (29, 0.005704872)]"
eQ91p0tvNP0-6,"[(0, 0.032578375), (1, 0.032221083), (2, 0.031837538), (3, 0.032411743), (4, 0.036761824), (5, 0.033404186), (6, 0.03414076), (7, 0.031767786), (8, 0.032335926), (9, 0.030537207), (10, 0.03618037), (11, 0.03161976), (12, 0.031601965), (13, 0.0358009), (14, 0.03467072), (15, 0.032515004), (16, 0.035285823), (17, 0.036849335), (18, 0.034303125), (19, 0.032088775), (20, 0.03413088), (21, 0.031525705), (22, 0.030649388), (23, 0.037087146), (24, 0.031961277), (25, 0.03310243), (26, 0.032006774), (27, 0.033107243), (28, 0.03343508), (29, 0.034081914)]","[(0, 0.005453121), (1, 0.005393316), (2, 0.0053291167), (3, 0.0054252297), (4, 0.0061533665), (5, 0.005591349), (6, 0.0057146405), (7, 0.005317441), (8, 0.005412539), (9, 0.005111461), (10, 0.00605604), (11, 0.005292664), (12, 0.005289685), (13, 0.0059925225), (14, 0.005803348), (15, 0.005442514), (16, 0.0059063067), (17, 0.0061680144), (18, 0.005741818), (19, 0.0053711697), (20, 0.0057129865), (21, 0.0052769203), (22, 0.4282794), (23, 0.0062078205), (24, 0.0053498284), (25, 0.00554084), (26, 0.005357444), (27, 0.0055416455), (28, 0.005596521), (29, 0.41517094)]"
eQ91p0tvNP0-7,"[(0, 0.032578375), (1, 0.032221083), (2, 0.031837538), (3, 0.032411743), (4, 0.036761824), (5, 0.033404186), (6, 0.03414076), (7, 0.031767786), (8, 0.032335926), (9, 0.030537207), (10, 0.03618037), (11, 0.03161976), (12, 0.031601965), (13, 0.0358009), (14, 0.03467072), (15, 0.032515004), (16, 0.035285823), (17, 0.036849335), (18, 0.034303125), (19, 0.032088775), (20, 0.03413088), (21, 0.031525705), (22, 0.030649388), (23, 0.037087146), (24, 0.031961277), (25, 0.03310243), (26, 0.032006774), (27, 0.033107243), (28, 0.03343508), (29, 0.034081914)]","[(0, 0.003850769), (1, 0.003808537), (2, 0.003763202), (3, 0.0038310732), (4, 0.0043452536), (5, 0.0039483802), (6, 0.004035443), (7, 0.0037549573), (8, 0.0038221118), (9, 0.0036095027), (10, 0.0042765257), (11, 0.0037374608), (12, 0.0037353572), (13, 0.36662972), (14, 0.0040980848), (15, 0.0038432789), (16, 0.00417079), (17, 0.0043555973), (18, 0.004054635), (19, 0.0037928983), (20, 0.004034275), (21, 0.0037263432), (22, 0.0036227624), (23, 0.0043837065), (24, 0.0037778278), (25, 0.0039127124), (26, 0.0037832055), (27, 0.0039132815), (28, 0.5233538), (29, 0.004028488)]"
eQ91p0tvNP0-8,"[(0, 0.032578375), (1, 0.032221083), (2, 0.031837538), (3, 0.032411743), (4, 0.036761824), (5, 0.033404186), (6, 0.03414076), (7, 0.031767786), (8, 0.032335926), (9, 0.030537207), (10, 0.03618037), (11, 0.03161976), (12, 0.031601965), (13, 0.0358009), (14, 0.03467072), (15, 0.032515004), (16, 0.035285823), (17, 0.036849335), (18, 0.034303125), (19, 0.032088775), (20, 0.03413088), (21, 0.031525705), (22, 0.030649388), (23, 0.037087146), (24, 0.031961277), (25, 0.03310243), (26, 0.032006774), (27, 0.033107243), (28, 0.03343508), (29, 0.034081914)]","[(0, 0.0068869595), (1, 0.0068114293), (2, 0.0067303493), (3, 0.006851734), (4, 0.0077713267), (5, 0.007061533), (6, 0.0072172424), (7, 0.0067156036), (8, 0.006835707), (9, 0.0064554634), (10, 0.0076484093), (11, 0.0066843117), (12, 0.0066805496), (13, 0.0075681903), (14, 0.0073292744), (15, 0.0068735634), (16, 0.007459305), (17, 0.007789826), (18, 0.0072515663), (19, 0.00678346), (20, 0.357347), (21, 0.0066644284), (22, 0.44495067), (23, 0.007840099), (24, 0.006756507), (25, 0.0069977427), (26, 0.0067661246), (27, 0.00699876), (28, 0.007068064), (29, 0.007204803)]"
eQ91p0tvNP0-9,"[(0, 0.032578375), (1, 0.032221083), (2, 0.031837538), (3, 0.032411743), (4, 0.036761824), (5, 0.033404186), (6, 0.03414076), (7, 0.031767786), (8, 0.032335926), (9, 0.030537207), (10, 0.03618037), (11, 0.03161976), (12, 0.031601965), (13, 0.0358009), (14, 0.03467072), (15, 0.032515004), (16, 0.035285823), (17, 0.036849335), (18, 0.034303125), (19, 0.032088775), (20, 0.03413088), (21, 0.031525705), (22, 0.030649388), (23, 0.037087146), (24, 0.031961277), (25, 0.03310243), (26, 0.032006774), (27, 0.033107243), (28, 0.03343508), (29, 0.034081914)]","[(0, 0.005455661), (1, 0.005395828), (2, 0.0053315987), (3, 0.0054277563), (4, 0.006156232), (5, 0.0055939537), (6, 0.005717302), (7, 0.0053199176), (8, 0.00541506), (9, 0.0051138415), (10, 0.0060588606), (11, 0.005295129), (12, 0.005292149), (13, 0.005995313), (14, 0.0058060507), (15, 0.005445049), (16, 0.0059090573), (17, 0.006170887), (18, 0.005744492), (19, 0.4374548), (20, 0.40617183), (21, 0.005279378), (22, 0.0051326277), (23, 0.006210712), (24, 0.00535232), (25, 0.0055434206), (26, 0.005359939), (27, 0.0055442266), (28, 0.005599127), (29, 0.005707448)]"
eQ91p0tvNP0-10,"[(0, 0.032578375), (1, 0.032221083), (2, 0.031837538), (3, 0.032411743), (4, 0.036761824), (5, 0.033404186), (6, 0.03414076), (7, 0.031767786), (8, 0.032335926), (9, 0.030537207), (10, 0.03618037), (11, 0.03161976), (12, 0.031601965), (13, 0.0358009), (14, 0.03467072), (15, 0.032515004), (16, 0.035285823), (17, 0.036849335), (18, 0.034303125), (19, 0.032088775), (20, 0.03413088), (21, 0.031525705), (22, 0.030649388), (23, 0.037087146), (24, 0.031961277), (25, 0.03310243), (26, 0.032006774), (27, 0.033107243), (28, 0.03343508), (29, 0.034081914)]","[(0, 0.009342425), (1, 0.009239964), (2, 0.009129977), (3, 0.00929464), (4, 0.010542102), (5, 0.00957924), (6, 0.009790466), (7, 0.009109974), (8, 0.009272899), (9, 0.008757084), (10, 0.01037536), (11, 0.009067525), (12, 0.0090624215), (13, 0.01026654), (14, 0.009942441), (15, 0.009324253), (16, 0.010118833), (17, 0.010567198), (18, 0.009837028), (19, 0.009202023), (20, 0.009787632), (21, 0.009040552), (22, 0.008789253), (23, 0.010635395), (24, 0.00916546), (25, 0.0094927065), (26, 0.009178507), (27, 0.7227264), (28, 0.0095881), (29, 0.0097735915)]"
eQ91p0tvNP0-11,"[(0, 0.032578375), (1, 0.032221083), (2, 0.031837538), (3, 0.032411743), (4, 0.036761824), (5, 0.033404186), (6, 0.03414076), (7, 0.031767786), (8, 0.032335926), (9, 0.030537207), (10, 0.03618037), (11, 0.03161976), (12, 0.031601965), (13, 0.0358009), (14, 0.03467072), (15, 0.032515004), (16, 0.035285823), (17, 0.036849335), (18, 0.034303125), (19, 0.032088775), (20, 0.03413088), (21, 0.031525705), (22, 0.030649388), (23, 0.037087146), (24, 0.031961277), (25, 0.03310243), (26, 0.032006774), (27, 0.033107243), (28, 0.03343508), (29, 0.034081914)]","[(0, 0.0033568698), (1, 0.0033200544), (2, 0.0032805342), (3, 0.0033397002), (4, 0.0037879315), (5, 0.0034419612), (6, 0.0035178578), (7, 0.003273347), (8, 0.003331888), (9, 0.0031465483), (10, 0.0037280188), (11, 0.0032580944), (12, 0.0032562607), (13, 0.003688918), (14, 0.0035724647), (15, 0.0033503403), (16, 0.0036358447), (17, 0.0037969486), (18, 0.0035345878), (19, 0.0033064215), (20, 0.0035168394), (21, 0.0032484028), (22, 0.0031581074), (23, 0.0038214528), (24, 0.9002535), (25, 0.003410868), (26, 0.003297972), (27, 0.0034113643), (28, 0.0034451445), (29, 0.0035117944)]"
eQ91p0tvNP0-12,"[(0, 0.032578375), (1, 0.032221083), (2, 0.031837538), (3, 0.032411743), (4, 0.036761824), (5, 0.033404186), (6, 0.03414076), (7, 0.031767786), (8, 0.032335926), (9, 0.030537207), (10, 0.03618037), (11, 0.03161976), (12, 0.031601965), (13, 0.0358009), (14, 0.03467072), (15, 0.032515004), (16, 0.035285823), (17, 0.036849335), (18, 0.034303125), (19, 0.032088775), (20, 0.03413088), (21, 0.031525705), (22, 0.030649388), (23, 0.037087146), (24, 0.031961277), (25, 0.03310243), (26, 0.032006774), (27, 0.033107243), (28, 0.03343508), (29, 0.034081914)]","[(0, 0.0033569941), (1, 0.0033201773), (2, 0.0032806557), (3, 0.0033398238), (4, 0.003788072), (5, 0.58021057), (6, 0.003517988), (7, 0.003273468), (8, 0.0033320114), (9, 0.0031466647), (10, 0.003728157), (11, 0.003258215), (12, 0.0032563813), (13, 0.323877), (14, 0.0035725972), (15, 0.0033504644), (16, 0.0036359795), (17, 0.0037970892), (18, 0.0035347186), (19, 0.003306544), (20, 0.0035169697), (21, 0.0032485232), (22, 0.0031582243), (23, 0.0038215944), (24, 0.003293406), (25, 0.0034109945), (26, 0.0032980943), (27, 0.0034114905), (28, 0.003445272), (29, 0.0035119243)]"
eQ91p0tvNP0-13,"[(0, 0.032578375), (1, 0.032221083), (2, 0.031837538), (3, 0.032411743), (4, 0.036761824), (5, 0.033404186), (6, 0.03414076), (7, 0.031767786), (8, 0.032335926), (9, 0.030537207), (10, 0.03618037), (11, 0.03161976), (12, 0.031601965), (13, 0.0358009), (14, 0.03467072), (15, 0.032515004), (16, 0.035285823), (17, 0.036849335), (18, 0.034303125), (19, 0.032088775), (20, 0.03413088), (21, 0.031525705), (22, 0.030649388), (23, 0.037087146), (24, 0.031961277), (25, 0.03310243), (26, 0.032006774), (27, 0.033107243), (28, 0.03343508), (29, 0.034081914)]","[(0, 0.006889251), (1, 0.0068136957), (2, 0.0067325886), (3, 0.0068540145), (4, 0.0077739125), (5, 0.007063883), (6, 0.0072196443), (7, 0.0067178383), (8, 0.0068379813), (9, 0.0064576115), (10, 0.007650954), (11, 0.006686536), (12, 0.0066827727), (13, 0.0075707086), (14, 0.0073317136), (15, 0.0068758507), (16, 0.007461787), (17, 0.007792418), (18, 0.007253979), (19, 0.006785717), (20, 0.28106412), (21, 0.0066666463), (22, 0.006481334), (23, 0.007842707), (24, 0.006758755), (25, 0.0070000715), (26, 0.006768376), (27, 0.0070010894), (28, 0.5217568), (29, 0.0072072004)]"
eQ91p0tvNP0-14,"[(0, 0.032578375), (1, 0.032221083), (2, 0.031837538), (3, 0.032411743), (4, 0.036761824), (5, 0.033404186), (6, 0.03414076), (7, 0.031767786), (8, 0.032335926), (9, 0.030537207), (10, 0.03618037), (11, 0.03161976), (12, 0.031601965), (13, 0.0358009), (14, 0.03467072), (15, 0.032515004), (16, 0.035285823), (17, 0.036849335), (18, 0.034303125), (19, 0.032088775), (20, 0.03413088), (21, 0.031525705), (22, 0.030649388), (23, 0.037087146), (24, 0.031961277), (25, 0.03310243), (26, 0.032006774), (27, 0.033107243), (28, 0.03343508), (29, 0.034081914)]","[(0, 0.0033570756), (1, 0.0033202579), (2, 0.0032807353), (3, 0.0033399048), (4, 0.900742), (5, 0.0034421722), (6, 0.0035180734), (7, 0.0032735476), (8, 0.0033320922), (9, 0.003146741), (10, 0.0037282472), (11, 0.0032582942), (12, 0.0032564602), (13, 0.0036891443), (14, 0.0035726838), (15, 0.0033505457), (16, 0.0036360675), (17, 0.0037971814), (18, 0.0035348046), (19, 0.0033066242), (20, 0.003517055), (21, 0.003248602), (22, 0.0031583009), (23, 0.003821687), (24, 0.0032934858), (25, 0.0034110772), (26, 0.0032981741), (27, 0.0034115734), (28, 0.0034453557), (29, 0.0035120095)]"
eQ91p0tvNP0-15,"[(0, 0.032578375), (1, 0.032221083), (2, 0.031837538), (3, 0.032411743), (4, 0.036761824), (5, 0.033404186), (6, 0.03414076), (7, 0.031767786), (8, 0.032335926), (9, 0.030537207), (10, 0.03618037), (11, 0.03161976), (12, 0.031601965), (13, 0.0358009), (14, 0.03467072), (15, 0.032515004), (16, 0.035285823), (17, 0.036849335), (18, 0.034303125), (19, 0.032088775), (20, 0.03413088), (21, 0.031525705), (22, 0.030649388), (23, 0.037087146), (24, 0.031961277), (25, 0.03310243), (26, 0.032006774), (27, 0.033107243), (28, 0.03343508), (29, 0.034081914)]","[(0, 0.00336045), (1, 0.0033235955), (2, 0.003284033), (3, 0.003343262), (4, 0.0037919716), (5, 0.0034456323), (6, 0.0035216096), (7, 0.003276838), (8, 0.49433947), (9, 0.003149904), (10, 0.14867571), (11, 0.0032615694), (12, 0.0032597336), (13, 0.0036928523), (14, 0.003576275), (15, 0.0033539135), (16, 0.0036397225), (17, 0.0038009982), (18, 0.2644409), (19, 0.003309948), (20, 0.0035205903), (21, 0.0032518674), (22, 0.0031614755), (23, 0.0038255285), (24, 0.0032967965), (25, 0.003414506), (26, 0.0033014894), (27, 0.0034150025), (28, 0.003448819), (29, 0.0035155397)]"
eQ91p0tvNP0-16,"[(0, 0.032578375), (1, 0.032221083), (2, 0.031837538), (3, 0.032411743), (4, 0.036761824), (5, 0.033404186), (6, 0.03414076), (7, 0.031767786), (8, 0.032335926), (9, 0.030537207), (10, 0.03618037), (11, 0.03161976), (12, 0.031601965), (13, 0.0358009), (14, 0.03467072), (15, 0.032515004), (16, 0.035285823), (17, 0.036849335), (18, 0.034303125), (19, 0.032088775), (20, 0.03413088), (21, 0.031525705), (22, 0.030649388), (23, 0.037087146), (24, 0.031961277), (25, 0.03310243), (26, 0.032006774), (27, 0.033107243), (28, 0.03343508), (29, 0.034081914)]","[(0, 0.002976273), (1, 0.0029436317), (2, 0.0029085923), (3, 0.00296105), (4, 0.0033584617), (5, 0.003051717), (6, 0.0031190084), (7, 0.0029022198), (8, 0.0029541235), (9, 0.0027897975), (10, 0.0033053418), (11, 0.0028886967), (12, 0.0028870709), (13, 0.0032706743), (14, 0.0031674241), (15, 0.0029704839), (16, 0.0032236183), (17, 0.0033664564), (18, 0.0031338416), (19, 0.91157424), (20, 0.0031181055), (21, 0.002880104), (22, 0.002800046), (23, 0.0033881823), (24, 0.0029198965), (25, 0.0030241492), (26, 0.002924053), (27, 0.003024589), (28, 0.0030545394), (29, 0.0031136326)]"
eQ91p0tvNP0-17,"[(0, 0.032578375), (1, 0.032221083), (2, 0.031837538), (3, 0.032411743), (4, 0.036761824), (5, 0.033404186), (6, 0.03414076), (7, 0.031767786), (8, 0.032335926), (9, 0.030537207), (10, 0.03618037), (11, 0.03161976), (12, 0.031601965), (13, 0.0358009), (14, 0.03467072), (15, 0.032515004), (16, 0.035285823), (17, 0.036849335), (18, 0.034303125), (19, 0.032088775), (20, 0.03413088), (21, 0.031525705), (22, 0.030649388), (23, 0.037087146), (24, 0.031961277), (25, 0.03310243), (26, 0.032006774), (27, 0.033107243), (28, 0.03343508), (29, 0.034081914)]","[(0, 0.0033589865), (1, 0.003322148), (2, 0.0032826026), (3, 0.0033418061), (4, 0.0037903201), (5, 0.0034441317), (6, 0.003520076), (7, 0.003275411), (8, 0.003333989), (9, 0.0031485322), (10, 0.0037303695), (11, 0.003260149), (12, 0.003258314), (13, 0.0036912442), (14, 0.0035747173), (15, 0.0033524528), (16, 0.0036381374), (17, 0.0037993428), (18, 0.0035368167), (19, 0.0033085064), (20, 0.003519057), (21, 0.003250451), (22, 0.0031600986), (23, 0.0038238624), (24, 0.13112938), (25, 0.7724742), (26, 0.0033000517), (27, 0.0034135152), (28, 0.003447317), (29, 0.0035140088)]"
eQ91p0tvNP0-18,"[(0, 0.032578375), (1, 0.032221083), (2, 0.031837538), (3, 0.032411743), (4, 0.036761824), (5, 0.033404186), (6, 0.03414076), (7, 0.031767786), (8, 0.032335926), (9, 0.030537207), (10, 0.03618037), (11, 0.03161976), (12, 0.031601965), (13, 0.0358009), (14, 0.03467072), (15, 0.032515004), (16, 0.035285823), (17, 0.036849335), (18, 0.034303125), (19, 0.032088775), (20, 0.03413088), (21, 0.031525705), (22, 0.030649388), (23, 0.037087146), (24, 0.031961277), (25, 0.03310243), (26, 0.032006774), (27, 0.033107243), (28, 0.03343508), (29, 0.034081914)]","[(0, 0.0045135706), (1, 0.0044640694), (2, 0.0044109314), (3, 0.0044904845), (4, 0.0050931666), (5, 0.0046279826), (6, 0.0047300314), (7, 0.0044012675), (8, 0.0044799806), (9, 0.004230777), (10, 0.005012609), (11, 0.0043807593), (12, 0.0043782936), (13, 0.004960035), (14, 0.0048034545), (15, 0.004504791), (16, 0.004888674), (17, 0.0051052906), (18, 0.004752526), (19, 0.004445739), (20, 0.004728662), (21, 0.0043677283), (22, 0.004246319), (23, 0.0051382384), (24, 0.0044280747), (25, 0.0045861755), (26, 0.004434378), (27, 0.8660419), (28, 0.004632263), (29, 0.0047218786)]"
eQ91p0tvNP0-19,"[(0, 0.032578375), (1, 0.032221083), (2, 0.031837538), (3, 0.032411743), (4, 0.036761824), (5, 0.033404186), (6, 0.03414076), (7, 0.031767786), (8, 0.032335926), (9, 0.030537207), (10, 0.03618037), (11, 0.03161976), (12, 0.031601965), (13, 0.0358009), (14, 0.03467072), (15, 0.032515004), (16, 0.035285823), (17, 0.036849335), (18, 0.034303125), (19, 0.032088775), (20, 0.03413088), (21, 0.031525705), (22, 0.030649388), (23, 0.037087146), (24, 0.031961277), (25, 0.03310243), (26, 0.032006774), (27, 0.033107243), (28, 0.03343508), (29, 0.034081914)]","[(0, 0.26899767), (1, 0.0033202416), (2, 0.003280719), (3, 0.0033398883), (4, 0.003788145), (5, 0.0034421552), (6, 0.003518056), (7, 0.0032735313), (8, 0.0033320757), (9, 0.0031467255), (10, 0.0037282289), (11, 0.003258278), (12, 0.0032564441), (13, 0.0036891259), (14, 0.003572666), (15, 0.0033505291), (16, 0.0036360496), (17, 0.5703824), (18, 0.0035347869), (19, 0.0033066077), (20, 0.0035170375), (21, 0.0032485859), (22, 0.0031582853), (23, 0.003821668), (24, 0.0032934695), (25, 0.0034110604), (26, 0.0032981578), (27, 0.06814006), (28, 0.0034453387), (29, 0.0035119923)]"
eQ91p0tvNP0-20,"[(0, 0.032578375), (1, 0.032221083), (2, 0.031837538), (3, 0.032411743), (4, 0.036761824), (5, 0.033404186), (6, 0.03414076), (7, 0.031767786), (8, 0.032335926), (9, 0.030537207), (10, 0.03618037), (11, 0.03161976), (12, 0.031601965), (13, 0.0358009), (14, 0.03467072), (15, 0.032515004), (16, 0.035285823), (17, 0.036849335), (18, 0.034303125), (19, 0.032088775), (20, 0.03413088), (21, 0.031525705), (22, 0.030649388), (23, 0.037087146), (24, 0.031961277), (25, 0.03310243), (26, 0.032006774), (27, 0.033107243), (28, 0.03343508), (29, 0.034081914)]","[(0, 0.004514742), (1, 0.17655979), (2, 0.0044120764), (3, 0.0044916505), (4, 0.0050944886), (5, 0.004629184), (6, 0.0047312593), (7, 0.0044024102), (8, 0.004481144), (9, 0.0042318753), (10, 0.00501391), (11, 0.004381897), (12, 0.0043794303), (13, 0.0049613225), (14, 0.0048047015), (15, 0.0045059607), (16, 0.004889943), (17, 0.005106616), (18, 0.00475376), (19, 0.004446893), (20, 0.00472989), (21, 0.004368862), (22, 0.0042474214), (23, 0.6944641), (24, 0.004429224), (25, 0.0045873662), (26, 0.004435529), (27, 0.004588033), (28, 0.0046334653), (29, 0.004723104)]"
eQ91p0tvNP0-21,"[(0, 0.032578375), (1, 0.032221083), (2, 0.031837538), (3, 0.032411743), (4, 0.036761824), (5, 0.033404186), (6, 0.03414076), (7, 0.031767786), (8, 0.032335926), (9, 0.030537207), (10, 0.03618037), (11, 0.03161976), (12, 0.031601965), (13, 0.0358009), (14, 0.03467072), (15, 0.032515004), (16, 0.035285823), (17, 0.036849335), (18, 0.034303125), (19, 0.032088775), (20, 0.03413088), (21, 0.031525705), (22, 0.030649388), (23, 0.037087146), (24, 0.031961277), (25, 0.03310243), (26, 0.032006774), (27, 0.033107243), (28, 0.03343508), (29, 0.034081914)]","[(0, 0.0054536317), (1, 0.33601975), (2, 0.0053296154), (3, 0.0054257377), (4, 0.0061539426), (5, 0.0055918726), (6, 0.0057151755), (7, 0.005317939), (8, 0.0054130456), (9, 0.0051119393), (10, 0.0060566072), (11, 0.0052931593), (12, 0.00529018), (13, 0.005993083), (14, 0.005803891), (15, 0.0054430235), (16, 0.0059068594), (17, 0.006168592), (18, 0.0057423557), (19, 0.0053716726), (20, 0.005713521), (21, 0.0052774143), (22, 0.0051307185), (23, 0.0062084016), (24, 0.005350329), (25, 0.0055413586), (26, 0.0053579453), (27, 0.5075159), (28, 0.0055970447), (29, 0.005705325)]"
eQ91p0tvNP0-22,"[(0, 0.032578375), (1, 0.032221083), (2, 0.031837538), (3, 0.032411743), (4, 0.036761824), (5, 0.033404186), (6, 0.03414076), (7, 0.031767786), (8, 0.032335926), (9, 0.030537207), (10, 0.03618037), (11, 0.03161976), (12, 0.031601965), (13, 0.0358009), (14, 0.03467072), (15, 0.032515004), (16, 0.035285823), (17, 0.036849335), (18, 0.034303125), (19, 0.032088775), (20, 0.03413088), (21, 0.031525705), (22, 0.030649388), (23, 0.037087146), (24, 0.031961277), (25, 0.03310243), (26, 0.032006774), (27, 0.033107243), (28, 0.03343508), (29, 0.034081914)]","[(0, 0.0029757558), (1, 0.0029431202), (2, 0.0029080869), (3, 0.0029605355), (4, 0.0033578782), (5, 0.0030511867), (6, 0.0031184664), (7, 0.0029017155), (8, 0.0029536104), (9, 0.0027893127), (10, 0.28812575), (11, 0.0028881948), (12, 0.6267241), (13, 0.003270106), (14, 0.0031668737), (15, 0.0029699677), (16, 0.003223058), (17, 0.0033658715), (18, 0.0031332972), (19, 0.0029310351), (20, 0.0031175637), (21, 0.0028796035), (22, 0.0027995594), (23, 0.0033875937), (24, 0.0029193892), (25, 0.0030236237), (26, 0.002923545), (27, 0.0030240633), (28, 0.0030540086), (29, 0.0031130915)]"
eQ91p0tvNP0-23,"[(0, 0.032578375), (1, 0.032221083), (2, 0.031837538), (3, 0.032411743), (4, 0.036761824), (5, 0.033404186), (6, 0.03414076), (7, 0.031767786), (8, 0.032335926), (9, 0.030537207), (10, 0.03618037), (11, 0.03161976), (12, 0.031601965), (13, 0.0358009), (14, 0.03467072), (15, 0.032515004), (16, 0.035285823), (17, 0.036849335), (18, 0.034303125), (19, 0.032088775), (20, 0.03413088), (21, 0.031525705), (22, 0.030649388), (23, 0.037087146), (24, 0.031961277), (25, 0.03310243), (26, 0.032006774), (27, 0.033107243), (28, 0.03343508), (29, 0.034081914)]","[(0, 0.0029759193), (1, 0.002943282), (2, 0.0029082466), (3, 0.3476129), (4, 0.0033580626), (5, 0.0030513543), (6, 0.0031186377), (7, 0.002901875), (8, 0.0029537727), (9, 0.002789466), (10, 0.0033049488), (11, 0.0028883533), (12, 0.0028867277), (13, 0.0032702854), (14, 0.0031670479), (15, 0.0029701309), (16, 0.003223235), (17, 0.0033660564), (18, 0.13493635), (19, 0.002931196), (20, 0.003117735), (21, 0.0028797616), (22, 0.002799713), (23, 0.0033877797), (24, 0.0029195496), (25, 0.0030237897), (26, 0.0029237056), (27, 0.43522274), (28, 0.0030541765), (29, 0.0031132624)]"
